date,location,new_cases_smoothed,StringencyIndex
2020-05-29,Spain,5744.285714285715,66.2814169708753
2020-05-30,Spain,5537.0,66.17624424539984
2020-05-31,Spain,5331.571428571428,66.07811543983937
2020-06-01,Spain,5236.428571428572,65.9868167954221
2020-06-02,Spain,5068.857142857143,65.90211995731929
2020-06-03,Spain,4865.571428571428,65.82378390543224
2020-06-04,Spain,4362.714285714285,65.75155682538588
2020-06-05,Spain,4136.428571428572,65.68517791170352
2020-06-06,Spain,4113.142857142857,65.62437909618944
2020-06-07,Spain,4119.142857142857,65.5688866955838
2020-06-08,Spain,4024.142857142858,65.51842297357335
2020-06-09,Spain,3823.285714285714,65.47270761322999
2020-06-10,Spain,3829.142857142858,65.43145909690077
2020-06-11,Spain,4085.428571428571,65.39439599148244
2020-06-12,Spain,3829.0,65.36123813787286
2020-06-13,Spain,3944.285714285714,65.33170774419806
2020-06-14,Spain,3636.0,65.30553038316282
2020-06-15,Spain,3205.8571428571427,65.28243589456164
2020-06-16,Spain,3283.5714285714284,65.26215919461325
2020-06-17,Spain,3167.0,65.24444099434578
2020-06-18,Spain,3052.714285714286,65.22902842975951
2020-06-19,Spain,3285.1428571428573,65.21567560692972
2020-06-20,Spain,2954.285714285714,65.20414406558723
2020-06-21,Spain,2970.285714285714,65.19420316502635
2020-06-22,Spain,2914.1428571428573,65.18563039644447
2020-06-23,Spain,2779.5714285714284,65.17821162601507
2020-06-24,Spain,2419.4285714285716,65.17174127314124
2020-06-25,Spain,2168.4285714285716,65.1660224284294
2020-06-26,Spain,2094.4285714285716,65.16086691597194
2020-06-27,Spain,1841.571428571429,65.15609530453058
2020-06-28,Spain,1867.857142857143,65.1515368721783
2020-06-29,Spain,1986.571428571429,65.14702952888648
2020-06-30,Spain,1848.2857142857144,65.14241970144249
2020-07-01,Spain,1973.142857142857,65.1375621849533
2020-07-02,Spain,1982.571428571429,65.13231996503724
2020-07-03,Spain,1894.0,65.12656401463246
2020-07-04,Spain,1926.7142857142856,65.12017306916059
2020-07-05,Spain,1998.0,65.11303338358083
2020-07-06,Spain,1994.2857142857144,65.10503847465625
2020-07-07,Spain,2037.142857142857,65.09608885153405
2020-07-08,Spain,2153.5714285714284,65.08609173751675
2020-07-09,Spain,2181.1428571428573,65.0749607856757
2020-07-10,Spain,1896.2857142857144,65.06261579073227
2020-07-11,Spain,2161.4285714285716,65.04898239940988
2020-07-12,Spain,1732.142857142857,65.03399182124156
2020-07-13,Spain,1532.428571428571,65.01758054160571
2020-07-14,Spain,1243.142857142857,64.9996900385586
2020-07-15,Spain,1110.142857142857,64.98026650483577
2020-07-16,Spain,967.5714285714286,64.95926057620825
2020-07-17,Spain,1109.2857142857142,64.93662706720406
2020-07-18,Spain,670.2857142857143,64.9123247150392
2020-07-19,Spain,867.0,64.88631593244952
2020-07-20,Spain,836.7142857142857,64.85856656997075
2020-07-21,Spain,833.7142857142857,64.82904568808473
2020-07-22,Spain,903.0,64.79772533952794
2020-07-23,Spain,805.8571428571429,64.76458036195167
2020-07-24,Spain,664.1428571428571,64.72958818102454
2020-07-25,Spain,797.1428571428571,64.69272862398162
2020-07-26,Spain,619.8571428571429,64.6539837435473
2020-07-27,Spain,613.8571428571429,64.61333765209191
2020-07-28,Spain,648.7142857142857,64.57077636582481
2020-07-29,Spain,382.8571428571428,64.52628765877616
2020-07-30,Spain,310.7142857142857,64.47986092627976
2020-07-31,Spain,474.42857142857144,64.43148705763413
2020-08-01,Spain,423.2857142857143,64.38115831759326
2020-08-02,Spain,403.8571428571428,64.32886823631667
2020-08-03,Spain,282.14285714285717,64.27461150739417
2020-08-04,Spain,247.28571428571428,64.2183838935505
2020-08-05,Spain,561.5714285714286,64.16018213962923
2020-08-06,Spain,672.7142857142857,64.10000389245461
2020-08-07,Spain,597.2857142857143,64.03784762717159
2020-08-08,Spain,757.7142857142857,63.973712579669595
2020-08-09,Spain,757.7142857142857,63.9075986847034
2020-08-10,Spain,756.0,63.83950651933449
2020-08-11,Spain,768.1428571428571,63.769437251327474
2020-08-12,Spain,544.4285714285714,63.697392592150045
2020-08-13,Spain,482.1428571428572,63.623374754238675
2020-08-14,Spain,428.0,63.54738641220763
2020-08-15,Spain,278.57142857142856,63.4694306676947
2020-08-16,Spain,304.85714285714283,63.38951101755275
2020-08-17,Spain,304.85714285714283,63.30763132511309
2020-08-18,Spain,459.0,63.22379579426215
2020-08-19,Spain,420.8571428571428,63.1380089460898
2020-08-20,Spain,423.8571428571428,63.05027559788277
2020-08-21,Spain,537.2857142857143,62.96060084425263
2020-08-22,Spain,584.0,62.86899004020219
2020-08-23,Spain,557.7142857142857,62.77544878594912
2020-08-24,Spain,571.4285714285714,62.679982913338705
2020-08-25,Spain,405.1428571428572,62.58259847369165
2020-08-26,Spain,352.7142857142857,62.48330172694437
2020-08-27,Spain,445.8571428571428,62.382099131951904
2020-08-28,Spain,356.42857142857144,62.27899733783389
2020-08-29,Spain,227.71428571428572,62.17400317625518
2020-08-30,Spain,227.71428571428572,62.06712365454177
2020-08-31,Spain,488.42857142857144,61.95836594954221
2020-09-01,Spain,575.0,61.84773740215299
2020-09-02,Spain,742.0,61.735245512433856
2020-09-03,Spain,733.8571428571429,61.62089793524681
2020-09-04,Spain,718.8571428571429,61.50470247635856
2020-09-05,Spain,916.2857142857144,61.38666708895243
2020-09-06,Spain,1096.2857142857142,61.26679987050176
2020-09-07,Spain,1144.571428571429,61.1451090599609
2020-09-08,Spain,1306.2857142857142,61.021603035235536
2020-09-09,Spain,1183.0,60.89629031089765
2020-09-10,Spain,1226.571428571429,60.76917953611432
2020-09-11,Spain,1374.0,60.64027949276327
2020-09-12,Spain,1368.7142857142858,60.50959909371056
2020-09-13,Spain,1266.7142857142858,60.37714738122951
2020-09-14,Spain,981.2857142857144,60.242933525541325
2020-09-15,Spain,957.2857142857144,60.10696682346121
2020-09-16,Spain,1202.428571428571,59.96925669713494
2020-09-17,Spain,1144.2857142857142,59.8298126928531
2020-09-18,Spain,1437.0,59.68864447993162
2020-09-19,Spain,1590.142857142857,59.54576184964861
2020-09-20,Spain,1748.2857142857142,59.40117471422892
2020-09-21,Spain,2250.0,59.25489310586877
2020-09-22,Spain,2167.0,59.1069271757938
2020-09-23,Spain,2090.285714285714,58.95728719334501
2020-09-24,Spain,2185.5714285714284,58.80598354508733
2020-09-25,Spain,2191.1428571428573,58.65302673393665
2020-09-26,Spain,2117.4285714285716,58.4984273783017
2020-09-27,Spain,2347.285714285714,58.34219621123723
2020-09-28,Spain,2233.1428571428573,58.18434407960611
2020-09-29,Spain,2435.285714285714,58.02488194324763
2020-09-30,Spain,2663.714285714286,57.86382087415012
2020-10-01,Spain,2751.5714285714284,57.70117205562624
2020-10-02,Spain,2815.714285714286,57.53694678148915
2020-10-03,Spain,2893.285714285714,57.37115645522861
2020-10-04,Spain,2816.714285714286,57.20381258918567
2020-10-05,Spain,2977.285714285714,57.03492680372528
2020-10-06,Spain,3103.5714285714284,56.86451082640585
2020-10-07,Spain,3420.1428571428573,56.69257649114509
2020-10-08,Spain,3834.571428571429,56.5191357373819
2020-10-09,Spain,3672.571428571429,56.34420060923348
2020-10-10,Spain,3929.714285714286,56.16778325464748
2020-10-11,Spain,4143.0,55.98989592454889
2020-10-12,Spain,4443.0,55.81055097198133
2020-10-13,Spain,4569.857142857143,55.62976085124265
2020-10-14,Spain,4421.571428571428,55.447538117014574
2020-10-15,Spain,4380.714285714285,55.26389542348631
2020-10-16,Spain,4688.571428571428,55.07884552347207
2020-10-17,Spain,4713.285714285715,54.89240126752234
2020-10-18,Spain,4908.0,54.70457560302896
2020-10-19,Spain,4752.142857142857,54.51538157332386
2020-10-20,Spain,4872.428571428572,54.324832316771555
2020-10-21,Spain,5276.0,54.132941065855405
2020-10-22,Spain,5476.428571428572,53.939721146257405
2020-10-23,Spain,5543.571428571428,53.74518597593191
2020-10-24,Spain,5654.571428571428,53.54934906417308
2020-10-25,Spain,5755.857142857143,53.35222401067599
2020-10-26,Spain,5846.142857142857,53.1538245045918
2020-10-27,Spain,5969.285714285715,52.954164323576634
2020-10-28,Spain,6098.285714285715,52.75325733283448
2020-10-29,Spain,6243.714285714285,52.551117484154005
2020-10-30,Spain,6482.285714285715,52.34775881493951
2020-10-31,Spain,6847.142857142857,52.14319544723591
2020-11-01,Spain,7008.142857142857,51.93744158674787
2020-11-02,Spain,7349.428571428572,51.73051152185321
2020-11-03,Spain,7897.714285714285,51.52241962261052
2020-11-04,Spain,7962.571428571428,51.31318033976122
2020-11-05,Spain,8107.142857142857,51.10280820372595
2020-11-06,Spain,8240.285714285714,50.89131782359546
2020-11-07,Spain,8493.0,50.67872388611604
2020-11-08,Spain,8741.57142857143,50.465041154669635
2020-11-09,Spain,8984.57142857143,50.2502844682485
2020-11-10,Spain,8799.57142857143,50.034468740424806
2020-11-11,Spain,8967.714285714286,49.817608958314885
2020-11-12,Spain,9258.42857142857,49.59972018153845
2020-11-13,Spain,9661.0,49.38081754117284
2020-11-14,Spain,9831.0,49.160916238702214
2020-11-15,Spain,10033.285714285714,48.94003154496187
2020-11-16,Spain,10348.285714285714,48.718178799077805
2020-11-17,Spain,10746.57142857143,48.495373407401495
2020-11-18,Spain,10770.285714285714,48.271630842439976
2020-11-19,Spain,10831.42857142857,48.04696664178141
2020-11-20,Spain,10984.0,47.82139640701613
2020-11-21,Spain,11199.714285714286,47.59493580265304
2020-11-22,Spain,11298.285714285714,47.36760055503201
2020-11-23,Spain,11233.857142857143,47.13940645123162
2020-11-24,Spain,11499.0,46.91036933797293
2020-11-25,Spain,11986.857142857143,46.68050512051896
2020-11-26,Spain,12395.42857142857,46.44982976157021
2020-11-27,Spain,12703.0,46.218359280156115
2020-11-28,Spain,12903.714285714286,45.98610975052265
2020-11-29,Spain,13185.285714285714,45.75309730101602
2020-11-30,Spain,13688.142857142857,45.51933811296269
2020-12-01,Spain,13983.142857142857,45.28484841954567
2020-12-02,Spain,14368.0,45.0496445046772
2020-12-03,Spain,14596.57142857143,44.81374270186796
2020-12-04,Spain,14748.42857142857,44.57715939309278
2020-12-05,Spain,14985.57142857143,44.33991100765304
2020-12-06,Spain,15329.142857142857,44.1020140210357
2020-12-07,Spain,15189.42857142857,43.86348495376924
2020-12-08,Spain,15267.57142857143,43.624340370276336
2020-12-09,Spain,15242.285714285714,43.38459687772366
2020-12-10,Spain,15440.285714285714,43.14427112486848
2020-12-11,Spain,15665.142857142857,42.903379800902634
2020-12-12,Spain,15803.285714285714,42.66193963429345
2020-12-13,Spain,15913.42857142857,42.41996739162216
2020-12-14,Spain,16163.57142857143,42.17747987641947
2020-12-15,Spain,16401.285714285714,41.93449392799872
2020-12-16,Spain,16572.285714285714,41.69102642028644
2020-12-17,Spain,16670.0,41.447094260650616
2020-12-18,Spain,16934.0,41.202714388726505
2020-12-19,Spain,17262.714285714286,40.95790377524035
2020-12-20,Spain,17445.0,40.71267942083081
2020-12-21,Spain,17954.85714285714,40.4670583548684
2020-12-22,Spain,18164.571428571428,40.221057634272874
2020-12-23,Spain,18378.14285714286,39.974694342328746
2020-12-24,Spain,18464.428571428572,39.72798558749895
2020-12-25,Spain,18383.0,39.48094850223675
2020-12-26,Spain,18508.285714285714,39.23360024179602
2020-12-27,Spain,18452.428571428572,38.98595798303988
2020-12-28,Spain,18581.85714285714,38.73803892324789
2020-12-29,Spain,18699.571428571428,38.4898602789218
2020-12-30,Spain,18769.285714285714,38.241439284589944
2020-12-31,Spain,19168.571428571428,37.992793191610424
2021-01-01,Spain,19402.571428571428,37.743939266973115
2021-01-02,Spain,19250.85714285714,37.494894792100546
2021-01-03,Spain,19491.85714285714,37.24567706164782
2021-01-04,Spain,19258.14285714286,36.99630338230164
2021-01-05,Spain,19122.285714285714,36.7467910715784
2021-01-06,Spain,19462.714285714286,36.49715745662163
2021-01-07,Spain,19358.14285714286,36.24741987299871
2021-01-08,Spain,19373.428571428572,35.99759566349704
2021-01-09,Spain,19666.571428571428,35.74770217691964
2021-01-10,Spain,19861.714285714286,35.497756766880435
2021-01-11,Spain,19953.714285714286,35.247776790599126
2021-01-12,Spain,20016.714285714286,34.997779607695826
2021-01-13,Spain,19599.714285714286,34.74778257898554
2021-01-14,Spain,19721.285714285714,34.49780306527258
2021-01-15,Spain,19733.285714285714,34.24785842614493
2021-01-16,Spain,19758.714285714286,33.99796601876875
2021-01-17,Spain,19702.14285714286,33.74814319668302
2021-01-18,Spain,19624.285714285714,33.49840730859441
2021-01-19,Spain,19663.14285714286,33.2487756971726
2021-01-20,Spain,20049.571428571428,32.999265697845814
2021-01-21,Spain,19855.14285714286,32.74989463759708
2021-01-22,Spain,19918.14285714286,32.50067983376091
2021-01-23,Spain,19512.14285714286,32.25163859282076
2021-01-24,Spain,19382.571428571428,32.00278820920716
2021-01-25,Spain,19609.714285714286,31.75414596409675
2021-01-26,Spain,19414.714285714286,31.505729124212177
2021-01-27,Spain,19312.0,31.25755494062304
2021-01-28,Spain,19266.285714285714,31.00964064754791
2021-01-29,Spain,19074.0,30.76200346115752
2021-01-30,Spain,19442.0,30.514660578379175
2021-01-31,Spain,19398.285714285714,30.267629175702552
2021-02-01,Spain,19332.285714285714,30.020926407986902
2021-02-02,Spain,19419.285714285714,29.77456940726971
2021-02-03,Spain,19248.428571428572,29.528575281577048
2021-02-04,Spain,19328.571428571428,29.28296111373544
2021-02-05,Spain,19421.14285714286,29.037743960185608
2021-02-06,Spain,19118.85714285714,28.792940849798008
2021-02-07,Spain,18800.714285714286,28.548568782690253
2021-02-08,Spain,18753.714285714286,28.30464472904658
2021-02-09,Spain,18608.0,28.061185627939345
2021-02-10,Spain,18579.571428571428,27.818208386152737
2021-02-11,Spain,18228.714285714286,27.575729877008673
2021-02-12,Spain,17910.85714285714,27.333766939195066
2021-02-13,Spain,17802.571428571428,27.092336375596464
2021-02-14,Spain,17908.714285714286,26.85145495212721
2021-02-15,Spain,17777.0,26.611139396567125
2021-02-16,Spain,17479.571428571428,26.37140639739988
2021-02-17,Spain,17102.14285714286,26.132272602654066
2021-02-18,Spain,17054.85714285714,25.89375461874712
2021-02-19,Spain,16979.285714285714,25.655869009332065
2021-02-20,Spain,16792.0,25.418632294147287
2021-02-21,Spain,16634.85714285714,25.182060947869328
2021-02-22,Spain,16339.57142857143,24.946171398968836
2021-02-23,Spain,16284.57142857143,24.71098002856968
2021-02-24,Spain,16090.0,24.476503169311407
2021-02-25,Spain,15848.857142857143,24.242757104215
2021-02-26,Spain,15678.42857142857,24.009758065552163
2021-02-27,Spain,15305.857142857143,23.777522233718052
2021-02-28,Spain,15295.142857142857,23.54606573610766
2021-03-01,Spain,14928.714285714286,23.315404645995855
2021-03-02,Spain,14710.0,23.085554981421204
2021-03-03,Spain,14522.285714285714,22.856532704073597
2021-03-04,Spain,14195.142857142857,22.628353718185796
2021-03-05,Spain,13792.714285714286,22.401033869429032
2021-03-06,Spain,13705.0,22.17458894381255
2021-03-07,Spain,13324.714285714286,21.94903466658741
2021-03-08,Spain,13231.714285714286,21.724386701154422
2021-03-09,Spain,13039.857142857143,21.500660647976485
2021-03-10,Spain,12825.714285714286,21.27787204349514
2021-03-11,Spain,12784.0,21.05603635905173
2021-03-12,Spain,12452.857142857143,20.835168999812964
2021-03-13,Spain,12249.142857142857,20.615285303701143
2021-03-14,Spain,12094.714285714286,20.39640054032902
2021-03-15,Spain,11979.42857142857,20.178529909939417
2021-03-16,Spain,11780.857142857143,19.961688542349656
2021-03-17,Spain,11436.0,19.745891495900914
2021-03-18,Spain,11093.857142857143,19.531153756412465
2021-03-19,Spain,11235.42857142857,19.31749023614102
2021-03-20,Spain,11270.142857142857,19.1049157727452
2021-03-21,Spain,10912.285714285714,18.89344512825507
2021-03-22,Spain,10332.714285714286,18.68309298804708
2021-03-23,Spain,10157.857142857143,18.473873959824203
2021-03-24,Spain,10192.142857142857,18.265802572601537
2021-03-25,Spain,10152.857142857143,18.05889327569736
2021-03-26,Spain,9841.142857142857,17.853160437729688
2021-03-27,Spain,9681.0,17.64861834561848
2021-03-28,Spain,9491.857142857143,17.445281203593495
2021-03-29,Spain,9787.42857142857,17.24316313220787
2021-03-30,Spain,9441.714285714286,17.042278167357562
2021-03-31,Spain,9318.0,16.84264025930662
2021-04-01,Spain,9142.857142857143,16.644263271718433
2021-04-02,Spain,8996.42857142857,16.447160980692964
2021-04-03,Spain,8428.285714285714,16.2513470738101
2021-04-04,Spain,8218.57142857143,16.056835149179136
2021-04-05,Spain,7560.714285714285,15.863638714494442
2021-04-06,Spain,7499.857142857143,15.671771186097455
2021-04-07,Spain,7176.428571428572,15.48124588804498
2021-04-08,Spain,6928.142857142857,15.292076051183924
2021-04-09,Spain,6511.571428571428,15.104274812232491
2021-04-10,Spain,6336.857142857143,14.91785521286792
2021-04-11,Spain,5926.714285714285,14.732830198820796
2021-04-12,Spain,5896.142857142857,14.549212618976076
2021-04-13,Spain,5599.0,14.367015224480788
2021-04-14,Spain,5517.285714285715,14.186250667858552
2021-04-15,Spain,5222.285714285715,14.006931502130932
2021-04-16,Spain,5256.0,13.82907017994571
2021-04-17,Spain,5134.142857142857,13.652679052712106
2021-04-18,Spain,5220.571428571428,13.477770369743066
2021-04-19,Spain,5033.571428571428,13.304356277404636
2021-04-20,Spain,4863.428571428572,13.132448818272412
2021-04-21,Spain,4691.428571428572,12.962059930295304
2021-04-22,Spain,4506.428571428572,12.793201445966506
2021-04-23,Spain,4451.142857142857,12.62588509150179
2021-04-24,Spain,4070.857142857142,12.460122486025192
2021-04-25,Spain,3879.142857142858,12.29592514076215
2021-04-26,Spain,3863.714285714286,12.13330445824009
2021-04-27,Spain,3966.714285714286,11.972271731496631
2021-04-28,Spain,3515.4285714285716,11.812838143295274
2021-04-29,Spain,3512.0,11.655014765348938
2021-04-30,Spain,3261.8571428571427,11.498812557550965
2021-05-01,Spain,3455.714285714286,11.34424236721415
2021-05-02,Spain,3351.714285714286,11.191314928317349
2021-05-03,Spain,3050.714285714286,11.040040860760165
2021-05-04,Spain,2862.5714285714284,10.89043066962535
2021-05-05,Spain,3042.1428571428573,10.742494744449424
2021-05-06,Spain,3027.0,10.596243358501038
2021-05-07,Spain,2893.8571428571427,10.451686668067694
2021-05-08,Spain,2667.8571428571427,10.308834711750322
2021-05-09,Spain,2698.0,10.16769740976629
2021-05-10,Spain,2535.8571428571427,10.028284563260382
2021-05-11,Spain,2341.285714285714,9.890605853624251
2021-05-12,Spain,2114.0,9.754670841824083
2021-05-13,Spain,1913.857142857143,9.620488967736604
2021-05-14,Spain,1860.857142857143,9.488069549493613
2021-05-15,Spain,2103.285714285714,9.357421782834802
2021-05-16,Spain,2015.571428571429,9.22855474046926
2021-05-17,Spain,2209.5714285714284,9.101477371445345
2021-05-18,Spain,2173.8571428571427,8.976198500529307
2021-05-19,Spain,2055.714285714286,8.852726827592356
2021-05-20,Spain,1948.7142857142856,8.731070927006638
2021-05-21,Spain,1805.7142857142856,8.611239247049657
2021-05-22,Spain,1755.142857142857,8.493240109317732
2021-05-23,Spain,1792.428571428571,8.37708170814798
2021-05-24,Spain,1724.857142857143,8.262772110049376
2021-05-25,Spain,1706.857142857143,8.150319253142495
2021-05-26,Spain,1629.142857142857,8.03973094660833
2021-05-27,Spain,1584.0,7.931014870145962
2021-05-28,Spain,1522.7142857142858,7.824178573439205
2021-05-29,Spain,1150.2857142857142,7.719229475632421
2021-05-30,Spain,984.8571428571428,7.6161748648152034
2021-05-31,Spain,1044.571428571429,7.515021897516352
2021-06-01,Spain,1248.428571428571,7.415777598206816
2021-06-02,Spain,1335.7142857142858,7.3184488588119585
2021-06-03,Spain,1347.0,7.223042438232884
2021-06-04,Spain,1420.428571428571,7.1295649618771435
2021-06-05,Spain,1398.0,7.038022921198561
2021-06-06,Spain,1469.857142857143,6.9484226732465295
2021-06-07,Spain,1298.428571428571,6.86077044022446
2021-06-08,Spain,1045.0,6.7750723090577765
