date,country,stringency_lagged,case_growth,predicted
2020-03-13,Spain,61.40678722076873,-0.006962340823003288,0.0009553383717040643
2020-03-14,Spain,60.75626041319059,0.025995737312021205,0.0008683610402353834
2020-03-15,Spain,60.20605331768678,0.03215280317465563,0.0007947967468587289
2020-03-16,Spain,63.09038970738034,0.00037251952576333736,0.001180440934478816
2020-03-17,Spain,65.52739498793103,0.041417737268668375,0.0015062756481419052
2020-03-18,Spain,65.36429684331652,0.02107917851945551,0.001484468950522671
2020-03-19,Spain,63.42011931116557,0.02380273269826283,0.0012245267441785496
2020-03-20,Spain,66.28802068186819,0.005608422070300989,0.0016079735218259552
2020-03-21,Spain,64.52381584045669,0.024677314390203264,0.0013720941891334727
2020-03-22,Spain,66.06534629214649,-0.030785204143500167,0.0015782013064786502
2020-03-23,Spain,67.13429634955025,0.048876556122262826,0.0017211230468023283
2020-03-24,Spain,66.00781671798293,0.014023801365532051,0.0015705094346249683
2020-03-25,Spain,65.83027674351837,0.04648297791196754,0.0015467718222344278
2020-03-26,Spain,68.17384967401095,-0.027939918653645535,0.0018601143581944085
2020-03-27,Spain,67.55308528917989,0.03893354812278638,0.0017771163494506746
2020-03-28,Spain,67.49677276720975,0.01701224460962969,0.0017695872010248482
2020-03-29,Spain,69.39664425270031,0.0703701160250425,0.0020236055597095707
2020-03-30,Spain,68.74006618594304,-0.032015409181941124,0.0019358191572398228
2020-03-31,Spain,69.89527446774011,0.019591554083268292,0.002090273873741514
2020-04-01,Spain,68.60382336915296,0.02444200552642606,0.0019176030952756844
2020-04-02,Spain,71.12152618406158,0.022064246336091387,0.002254227304641012
2020-04-03,Spain,69.41792175154993,0.01212782787066935,0.0020264504233627025
2020-04-04,Spain,70.51138605731165,0.0010397024533759236,0.0021726497901889295
2020-04-05,Spain,69.03101196746329,-0.007033930771603636,0.0019747194567876812
2020-04-06,Spain,73.21433409629438,0.04173592813253357,0.002534041826290359
2020-04-07,Spain,72.25052105719956,0.02526319233452945,0.002405177211952203
2020-04-08,Spain,73.08263490850483,-0.003999466942129715,0.002516433260775321
2020-04-09,Spain,70.72732675821773,0.016717845246379426,0.0022015216917024285
2020-04-10,Spain,73.41271775297842,0.015398659145240856,0.002560566299785333
2020-04-11,Spain,73.0753982562953,0.023692329541168178,0.002515465699268831
2020-04-12,Spain,75.4157371511059,0.021896909260650688,0.0028283758352258973
2020-04-13,Spain,72.27775082536537,-0.007084235069489964,0.0024088179113730167
2020-04-14,Spain,75.01983239375527,0.006049776819290642,0.00277544221449117
2020-04-15,Spain,76.2234560497971,0.005161623306575436,0.0029363702077353565
2020-04-16,Spain,73.7154576937831,0.01764943184165979,0.0026010435128278027
2020-04-17,Spain,75.653352472777,0.009823909607044712,0.002860145696750847
2020-04-18,Spain,74.452295124498,-0.004084463968428764,0.002699560826339319
2020-04-19,Spain,76.15627991636391,-0.019561596376295398,0.002927388562772631
2020-04-20,Spain,76.80027927356218,0.01773897981015793,0.0030134931550878747
2020-04-21,Spain,78.30637212976555,-0.018411236849946278,0.003214862162560914
2020-04-22,Spain,77.12690087390868,-0.000796678777012616,0.0030571634156631956
2020-04-23,Spain,76.30111435193552,-0.008894956533707088,0.002946753349225769
2020-04-24,Spain,78.13394243404979,-0.019250619286086845,0.0031918078093434834
2020-04-25,Spain,77.64674720297384,0.019161268952302635,0.0031266683860182365
2020-04-26,Spain,79.22346111115418,0.03321805540189615,0.003337479634110592
2020-04-27,Spain,77.32215486374895,-0.028617968839171226,0.003083269443573321
2020-04-28,Spain,79.96226920932934,0.019797395268847495,0.0034362604316091018
2020-04-29,Spain,78.68970339709128,0.006310814487829219,0.00326611467100807
2020-04-30,Spain,78.96476481161974,0.018288637910973904,0.0033028911843615396
2020-05-01,Spain,80.09391494387611,0.0022606177881669964,0.003453861850269681
2020-05-02,Spain,78.33022834219351,-0.026982158596570827,0.0032180518077404253
2020-05-03,Spain,78.50638990710483,-0.03642966304013662,0.003241605122753494
2020-05-04,Spain,79.92729286083964,0.00014470471220029424,0.0034315839918056786
2020-05-05,Spain,79.31359188095726,-0.0545265299936073,0.003349530380904373
2020-05-06,Spain,79.5994122767885,-0.02061013498281561,0.0033877454014371545
2020-05-07,Spain,79.14193693621905,-0.02371574669288279,0.0033265796141522435
2020-05-08,Spain,79.36271962870067,-0.016954336527032154,0.0033560989040613146
2020-05-09,Spain,80.92075212300804,0.004841741542577438,0.003564412392633532
2020-05-10,Spain,82.37719568342524,-0.03299463206814934,0.0037591431444551912
2020-05-11,Spain,78.25288705301922,0.021347093614503265,0.0032077110518079046
2020-05-12,Spain,81.94443306905934,0.01281899543558751,0.0037012815207396544
2020-05-13,Spain,81.01703614570627,-0.010327672929944853,0.0035772858472856777
2020-05-14,Spain,81.64179078793688,-0.005357886027974601,0.003660817365081527
2020-05-15,Spain,80.38087952881239,-0.018104629492569302,0.0034922298522228933
2020-05-16,Spain,79.25053138976423,0.02584591839459982,0.003341099009312642
2020-05-17,Spain,79.92962816574523,0.03101085801589143,0.0034318962288825946
2020-05-18,Spain,79.01644156980399,-0.011267277811381149,0.003309800517648744
2020-05-19,Spain,78.07217459839795,-0.009561202934571966,0.0031835492695677084
2020-05-20,Spain,80.05292324736243,-0.02742135286213454,0.0034483811408913727
2020-05-21,Spain,80.44763595271708,-0.019396979682490212,0.0035011553807975547
2020-05-22,Spain,79.7317283093632,-0.019221116372664326,0.0034054364408990278
2020-05-23,Spain,80.27760752968118,-0.059208288055970115,0.0034784220847408594
2020-05-24,Spain,78.04180224474229,-0.037350573260038544,0.0031794883973013865
2020-05-25,Spain,81.24930722723504,-0.01918765055636662,0.0036083411683168415
2020-05-26,Spain,79.65416472833516,-0.014182909582279635,0.0033950659638973335
2020-05-27,Spain,79.82601372730693,-0.003288507920867545,0.00341804267626646
2020-05-28,Spain,80.58805329475398,-0.0029541391711020992,0.003519929588962416
2020-05-29,Spain,78.89002733425843,-0.00851722200513727,0.0032928985656625687
2020-05-30,Spain,82.75609262528951,-0.03674621800212918,0.003809802770655208
2020-05-31,Spain,80.96120057572847,-0.037799858525009,0.0035698204687322826
2020-06-01,Spain,80.82813954785537,-0.018002918981901317,0.0035520298212261972
2020-06-02,Spain,79.35529542068474,-0.032518006986999026,0.0033551062657964934
2020-06-03,Spain,78.14780916321635,-0.04092296987178834,0.003193661831476096
2020-06-04,Spain,79.54043408992204,-0.10906607529013179,0.003379859845840141
2020-06-05,Spain,77.86258901311602,-0.0532491182418422,0.003155527065548184
2020-06-06,Spain,78.93076792453888,-0.0056439615895644835,0.0032983457014051287
2020-06-07,Spain,78.78780175395285,0.0014573215625706126,0.0032792307074294555
2020-06-08,Spain,79.89553871320118,-0.023327434125567592,0.003427338369653781
2020-06-09,Spain,78.74556096393488,-0.05118869422158845,0.0032735829906065774
2020-06-10,Spain,78.22179396173053,0.0015303935351020925,0.0032035538148179775
2020-06-11,Spain,79.61556941489593,0.06476927665312893,0.003389905657925257
2020-06-12,Spain,77.56541267740461,-0.06480657547262503,0.0031157937227332287
2020-06-13,Spain,76.87577730376631,0.02965657288978818,0.003023587461920124
2020-06-14,Spain,76.73231983059662,-0.08136221007749,0.003004406779356106
2020-06-15,Spain,79.03046055823506,-0.12586779170006146,0.0033116748972890917
2020-06-16,Spain,77.06404318299816,0.0239448059765639,0.0030487591590607132
2020-06-17,Spain,76.12706860662787,-0.03613570632917629,0.0029234829254646084
2020-06-18,Spain,74.20957223607964,-0.03674182565325701,0.0026671080682437757
2020-06-19,Spain,75.17614357724379,0.07335584485164581,0.002796341475613335
2020-06-20,Spain,76.69516171142816,-0.10611915854496878,0.002999438630449683
2020-06-21,Spain,76.85237549389132,0.005399424967550637,0.0030204585716872333
2020-06-22,Spain,78.02020100806317,-0.019075933375349408,0.0031766002489562505
2020-06-23,Spain,74.87011712509758,-0.04726236977189213,0.0027554248464192197
2020-06-24,Spain,76.18257410619131,-0.1387118363052524,0.002930904172640935
2020-06-25,Spain,76.99464197657481,-0.10948081838492651,0.0030394800153496606
2020-06-26,Spain,72.30887178144077,-0.03470570058196287,0.002412978873966195
2020-06-27,Spain,77.88959260852356,-0.12859598962089347,0.003159137525011571
2020-06-28,Spain,73.37356941557576,0.014164978950835128,0.002555332052896423
2020-06-29,Spain,73.18201809313412,0.0615864153207184,0.002529721082416516
2020-06-30,Spain,75.58897717417831,-0.07211404165623847,0.002851538531574274
2020-07-01,Spain,74.74656967046117,0.0653348436178467,0.0027389061914017123
2020-07-02,Spain,75.56281266701725,0.004764663937415037,0.002848040260656686
2020-07-03,Spain,74.66423451088313,-0.04568013316905972,0.0027278977404313265
2020-07-04,Spain,74.03726656535473,0.017116154615530732,0.0026440702975293476
2020-07-05,Spain,73.31004605745639,0.03631206236834217,0.0025468387946466645
2020-07-06,Spain,72.30527372473664,-0.001859800249941479,0.0024124978032909307
2020-07-07,Spain,73.829999246132,0.021251773809042973,0.002616358052443284
2020-07-08,Spain,70.48925635702813,0.05555280164777798,0.0021696909847185924
2020-07-09,Spain,72.48349743865685,0.012715525277203987,0.002436326833640854
2020-07-10,Spain,73.50825224742357,-0.1398830626395453,0.0025733395403240043
2020-07-11,Spain,70.89612767899911,0.13080763536231377,0.0022240908671276203
2020-07-12,Spain,73.2141874405921,-0.2212954879540936,0.002534022217995234
2020-07-13,Spain,73.20397480168418,-0.1224303160716973,0.0025326567583875493
2020-07-14,Spain,71.88538424443371,-0.20905930004403483,0.0023563573551447807
2020-07-15,Spain,71.41430866027866,-0.11305773797704699,0.0022933731756266526
2020-07-16,Spain,72.12025751893412,-0.13732213378125113,0.002387760596965687
2020-07-17,Spain,72.04819188119995,0.13655042956288987,0.002378125211017423
2020-07-18,Spain,70.74779988559526,-0.5031778113945151,0.0022042590085437517
2020-07-19,Spain,73.46915830172685,0.256996864612848,0.0025681125657648135
2020-07-20,Spain,72.61489586843302,-0.0355146201491765,0.0024538951869323275
2020-07-21,Spain,71.78757884976164,-0.0035876010120503565,0.0023432804886225735
2020-07-22,Spain,72.10438565066178,0.07973986689305246,0.002385638481886539
2020-07-23,Spain,71.81425662191415,-0.11368273027441145,0.002346847384566483
2020-07-24,Spain,68.29059793870032,-0.1931447897618046,0.0018757239416858024
2020-07-25,Spain,73.01107997567173,0.18228576004787556,0.002506866157561829
2020-07-26,Spain,68.08531156948918,-0.2511865886427742,0.0018482765553938319
2020-07-27,Spain,69.73265745789192,-0.009711058974754216,0.002068531505243789
2020-07-28,Spain,67.90174167174554,0.055142753028806446,0.0018237327246742917
2020-07-29,Spain,69.91536966946154,-0.5262622462549356,0.0020929606608203763
2020-07-30,Spain,69.50045812054749,-0.20818344222247553,0.0020374857766193187
2020-07-31,Spain,69.07964436590339,0.42212963554808347,0.001981221750298059
2020-08-01,Spain,67.40240084023675,-0.11380957014435378,0.0017569693991478933
2020-08-02,Spain,69.43951590875977,-0.046872811546119664,0.0020293376251621495
2020-08-03,Spain,68.5742836043416,-0.35758270536069237,0.0019136535425661348
2020-08-04,Spain,67.02379574567883,-0.1313714090645961,0.001706348793783923
2020-08-05,Spain,69.81218949418671,0.8179379533737334,0.00207916517045575
2020-08-06,Spain,67.55023390588143,0.180288002458191,0.001776735111187461
2020-08-07,Spain,66.62087105900126,-0.11873768966683418,0.0016524765880241927
2020-08-08,Spain,67.9420136833856,0.23755684843197145,0.0018291172100859962
2020-08-09,Spain,66.55231380147745,0.0,0.0016433102827424296
2020-08-10,Spain,67.54965564655213,-0.0022620179296373166,0.0017766577962286091
2020-08-11,Spain,66.42928769753932,0.015913468831802113,0.0016268613338338298
2020-08-12,Spain,65.89628099946621,-0.3437048670388707,0.001555596783759521
2020-08-13,Spain,65.74353488904427,-0.12125947482716715,0.0015351741833040814
2020-08-14,Spain,67.38635511265147,-0.11885546147519577,0.0017548240385715378
2020-08-15,Spain,66.32940553703969,-0.4281991005872543,0.0016135067976634802
2020-08-16,Spain,65.26991294909936,0.08986032119360665,0.0014718495485902686
2020-08-17,Spain,65.12579242202891,0.0,0.0014525802137858876
2020-08-18,Spain,64.94150382336049,0.40810834994877165,0.0014279402906565751
2020-08-19,Spain,68.22547777339811,-0.0865597567945322,0.0018670171856585262
2020-08-20,Spain,65.82384568710434,0.0070862452761781825,0.0015459119712353591
2020-08-21,Spain,65.3999047235839,0.2366365086761535,0.0014892298279666647
2020-08-22,Spain,66.91601477571037,0.08322236059091637,0.0016919381637502994
2020-08-23,Spain,64.07713198740242,-0.045973621531656406,0.0013123712552032775
2020-08-24,Spain,63.8969641670826,0.024249735880631285,0.0012882822921576392
2020-08-25,Spain,63.847776614950845,-0.3431829989851449,0.001281705772979552
2020-08-26,Spain,64.52426063410793,-0.13821547784651322,0.0013721536593419075
2020-08-27,Spain,63.8788138017461,0.23374946786071504,0.0012858555353756585
2020-08-28,Spain,63.52758476391057,-0.22330341063834513,0.0012388951886391749
2020-08-29,Spain,63.98053638821825,-0.4464619780301424,0.0012994561418662324
2020-08-30,Spain,63.055127949228705,0.0,0.0011757263345711791
2020-08-31,Spain,62.56991729182512,0.7607649658873505,0.0011108522545340395
2020-09-01,Spain,64.19754007847779,0.16286913086713994,0.0013284701681565538
2020-09-02,Spain,62.746002691213384,0.2545883840218677,0.001134395385994534
2020-09-03,Spain,62.53651143764547,-0.01101992785561734,0.0011063857944002978
2020-09-04,Spain,63.382368716539794,-0.02062333723685672,0.0012194793795754976
2020-09-05,Spain,63.08691362693042,0.2423662191134497,0.0011799761723844905
2020-09-06,Spain,61.34420058372533,0.1791758782046342,0.0009469703557941607
2020-09-07,Spain,61.282952557697136,0.04306397880834645,0.0009387813160811167
2020-09-08,Spain,60.91833214779813,0.13204943710834893,0.0008900305038431087
2020-09-09,Spain,60.70224950670809,-0.0990544774161135,0.0008611396245130363
2020-09-10,Spain,62.07669070334343,0.0361392328139587,0.0010449064211328742
2020-09-11,Spain,60.90250209287706,0.1134159618427617,0.0008879139793309771
2020-09-12,Spain,60.16091622362994,-0.0038515636017093513,0.000788761785738632
2020-09-13,Spain,59.81743603837602,-0.07738666361542013,0.0007428374831922437
2020-09-14,Spain,62.60538329717775,-0.25508856543611547,0.0011155941628881475
2020-09-15,Spain,60.31389920276717,-0.02473624355963988,0.0008092160562321463
2020-09-16,Spain,60.96717006807543,0.2277839308707117,0.0008965602762225347
2020-09-17,Spain,60.4040766294496,-0.04952048777085949,0.0008212730411867727
2020-09-18,Spain,59.140862227774335,0.2275991212933537,0.0006523775914518649
2020-09-19,Spain,60.71891455016005,0.10119927681330854,0.0008633677894270353
2020-09-20,Spain,60.17061899911746,0.09475500523665392,0.0007900590751199659
2020-09-21,Spain,61.49866673554563,0.25216702057577756,0.0009676229308011519
2020-09-22,Spain,60.43995064779899,-0.03756947834719515,0.0008260695020685374
2020-09-23,Spain,57.950051286608975,-0.036026032443438716,0.0004931626955556158
2020-09-24,Spain,59.20688492292369,0.04455570819845445,0.0006612050183519803
2020-09-25,Spain,59.07181051601864,0.0025447796839701553,0.0006431451761971978
2020-09-26,Spain,58.96014318533644,-0.034204965078767025,0.0006282149284013725
2020-09-27,Spain,57.33736885517994,0.10301100473337588,0.0004112452675531725
2020-09-28,Spain,56.63869079441875,-0.049827933272229785,0.00031782997309826554
2020-09-29,Spain,58.4394685580145,0.08661698586577948,0.0005585992121536236
2020-09-30,Spain,58.893965876084096,0.08962221074256771,0.0006193668291447482
2020-10-01,Spain,56.80815495058791,0.032438697705548414,0.00034048782502916434
2020-10-02,Spain,60.51532936613144,0.023035519016156414,0.0008361478565555641
2020-10-03,Spain,58.85951129722473,0.027167291036406915,0.0006147601514626668
2020-10-04,Spain,57.28065136448888,-0.026812330458657385,0.00040366197362824794
2020-10-05,Spain,60.344734935753664,0.05542185202060956,0.0008133388836664692
2020-10-06,Spain,55.71271477162709,0.04152780830678715,0.00019402427819348138
2020-10-07,Spain,56.22578933456552,0.09709898437382947,0.00026262384366716827
2020-10-08,Spain,56.01884569213196,0.11434376325033568,0.0002349548751118362
2020-10-09,Spain,58.73055640368641,-0.04315409708656226,0.0005975185060928976
2020-10-10,Spain,56.19400047249217,0.06765683128484312,0.0002583735800940814
2020-10-11,Spain,57.93966416679209,0.05284034350077249,0.0004917739073415197
2020-10-12,Spain,57.215917226271415,0.06989336682020131,0.0003950068305480694
2020-10-13,Spain,56.04844093764806,0.02814587415387848,0.00023891184575342093
2020-10-14,Spain,56.84105973278572,-0.03297944783489015,0.00034488729037753137
2020-10-15,Spain,55.08118974046786,-0.009281260848396755,0.00010958753965168311
2020-10-16,Spain,57.52365394860168,0.06790116119930545,0.00043615212785388414
2020-10-17,Spain,55.1259977782877,0.005256213963887646,0.00011557850499318255
2020-10-18,Spain,55.17024799526442,0.04047284266474804,0.00012149488806104374
2020-10-19,Spain,57.04293075129884,-0.03226420169061939,0.00037187803432012743
2020-10-20,Spain,55.49086729002252,0.024991654778071748,0.00016436262287315793
2020-10-21,Spain,58.36565282068547,0.07956004626016266,0.0005487298327852708
2020-10-22,Spain,57.67296416842603,0.03727799761901274,0.0004561153397154719
2020-10-23,Spain,53.776851145552136,0.012183576065195822,-6.480633466033562e-05
2020-10-24,Spain,55.97558089813888,0.019821824732211724,0.00022917024597092495
2020-10-25,Spain,55.53109697038215,0.017750538034309926,0.00016974144846920898
2020-10-26,Spain,58.34936292548756,0.015561450574736568,0.0005465518262869791
2020-10-27,Spain,54.88896470424302,0.020841643149655198,8.388649167404179e-05
2020-10-28,Spain,54.73530746049749,0.021376883705602978,6.334207003586955e-05
2020-10-29,Spain,55.21631398530267,0.023563723340258136,0.00012765404528302954
2020-10-30,Spain,55.14423618168753,0.03749204488460833,0.00011801703272099843
2020-10-31,Spain,54.227258246952566,0.054750063240925684,-4.585591567211542e-06
2020-11-01,Spain,55.6443211313848,0.02323791949832099,0.0001848798490194552
2020-11-02,Spain,54.6066884554053,0.04754320129437062,4.614533393098273e-05
2020-11-03,Spain,54.17405288879674,0.07194137702147785,-1.1699303128857516e-05
2020-11-04,Spain,57.12681481251178,0.008177573580004704,0.00038309357795655256
2020-11-05,Spain,55.37180153278311,0.017991276552855595,0.00014844318386873518
2020-11-06,Spain,53.83117795955087,0.016287517319476308,-5.75426811817081e-05
2020-11-07,Spain,53.39149143935772,0.03020366685452558,-0.00011633005130028302
2020-11-08,Spain,54.69765441430826,0.028844328299330257,5.83077479432894e-05
2020-11-09,Spain,53.53520621647178,0.027415756083101428,-9.711496644846437e-05
2020-11-10,Spain,53.45966229804675,-0.020803461832604953,-0.00010721540866968221
2020-11-11,Spain,56.473170565431275,0.0189256764304222,0.0002956994357342282
2020-11-12,Spain,54.89522098281392,0.03190000653369296,8.472297436573455e-05
2020-11-13,Spain,54.374452731952424,0.042558328727192674,1.509474037768993e-05
2020-11-14,Spain,55.318850733733726,0.017441706131519297,0.00014136350760205526
2020-11-15,Spain,54.38321279303909,0.020365428007814046,1.626598609415393e-05
2020-11-16,Spain,55.198369381584605,0.030909703945825484,0.00012525479942954772
2020-11-17,Spain,57.39405265780433,0.037762311212709676,0.0004188240572853309
2020-11-18,Spain,55.09573873428876,0.0022040478410954023,0.00011153278255843831
2020-11-19,Spain,54.39140325475681,0.005660417425191966,1.7361074713723515e-05
2020-11-20,Spain,53.74339916143083,0.013986425140203096,-6.92789625018177e-05
2020-11-21,Spain,55.999597005068665,0.019446845941107682,0.00023238126951167018
2020-11-22,Spain,55.01716401857612,0.008761960817547987,0.00010102711390038745
2020-11-23,Spain,55.7700445988481,-0.005718322405297016,0.00020168944329837252
2020-11-24,Spain,53.2639565772565,0.023325845179272164,-0.0001333818343253173
2020-11-25,Spain,54.84369125979988,0.04154719733562473,7.783330010962316e-05
2020-11-26,Spain,55.48515437652178,0.03351417998770856,0.00016359878967609712
2020-11-27,Spain,56.0654794429639,0.02450849181224335,0.00024118994360784133
2020-11-28,Spain,55.76721714248778,0.015675788607788732,0.0002013114041365732
2020-11-29,Spain,55.13956781847058,0.02158463534665067,0.0001173928589433661
2020-11-30,Spain,57.13082174902997,0.03742569800757245,0.00038362931705547467
2020-12-01,Spain,55.54009099198541,0.021321008150989584,0.00017094397538909914
2020-12-02,Spain,53.00656133337846,0.0271490736292872,-0.00016779632913851376
2020-12-03,Spain,54.060133637007155,0.015782066122298488,-2.6930639344585616e-05
2020-12-04,Spain,55.64588153570307,0.010349166745914573,0.00018508847962780874
2020-12-05,Spain,56.04257808271755,0.01595022092674192,0.00023812796494988853
2020-12-06,Spain,54.1299455820224,0.022666449594289872,-1.7596578685855242e-05
2020-12-07,Spain,54.33275788791886,-0.009155481376044605,9.520018125206905e-06
2020-12-08,Spain,56.363907126255775,0.00513103047275365,0.0002810905952439248
2020-12-09,Spain,56.278810783595304,-0.0016574356621994468,0.00026971296604228184
2020-12-10,Spain,56.46403603248677,0.012905687709544367,0.0002944781220382041
2020-12-11,Spain,56.94314839283655,0.01445706505217359,0.00035853684197324764
2020-12-12,Spain,56.16908610622361,0.008779273158964429,0.0002550424566599213
2020-12-13,Spain,55.14764501114122,0.0069450040667558,0.00011847280316098618
2020-12-14,Spain,57.78424039623794,0.015595743461547684,0.0004709932959168677
2020-12-15,Spain,57.53592912108817,0.01459879942115272,0.00043779335421651085
2020-12-16,Spain,58.44149630371223,0.010371406796348737,0.000558870327667437
2020-12-17,Spain,56.914104280098535,0.005878578228582398,0.00035465355939150005
2020-12-18,Spain,56.55477081097635,0.01571180330384081,0.00030660962655499214
2020-12-19,Spain,56.72178028981102,0.019224372393750855,0.0003289392809670746
2020-12-20,Spain,56.87383676228376,0.010503537347542391,0.00034926967481734104
2020-12-21,Spain,54.20706231509538,0.028805968921179925,-7.285846559009629e-06
2020-12-22,Spain,56.3565229821354,0.011611757915948928,0.000280103313638788
2020-12-23,Spain,56.13125404264852,0.011688358451310776,0.0002499841994207386
2020-12-24,Spain,57.061665188392816,0.00468377666956421,0.0003743828831995581
2020-12-25,Spain,57.00288261466757,-0.00441953686263119,0.00036652348165003984
2020-12-26,Spain,56.22324389838934,0.006791815554830549,0.00026228351142651516
2020-12-27,Spain,56.07373666466761,-0.0030223530092978734,0.00024229395823224635
2020-12-28,Spain,54.950811905254966,0.006989313092253369,9.215564282993773e-05
2020-12-29,Spain,56.97013755511655,0.006314584327094863,0.00036214537168538855
2020-12-30,Spain,56.01869122093342,0.003720991269874574,0.0002349342218620678
2020-12-31,Spain,56.15094736691772,0.02104912810610493,0.0002526172543121409
2021-01-01,Spain,57.92551874297922,0.012132942935012991,0.00048988262292187
2021-01-02,Spain,57.863831312294394,-0.007849612348271862,0.0004816348335246884
2021-01-03,Spain,56.11340436462339,0.012440567065032937,0.0002475976454092586
2021-01-04,Spain,58.59589115213473,-0.01206219650219964,0.0005795133692021838
2021-01-05,Spain,57.32638222480569,-0.007079161756109897,0.0004097763230290529
2021-01-06,Spain,56.42525181686811,0.017645186418201675,0.0002892925592937953
2021-01-07,Spain,55.167622402959665,-0.005387119298523757,0.00012114383871222097
2021-01-08,Spain,55.1084578582179,0.0007892747565207969,0.0001132333665237557
2021-01-09,Spain,57.32572824589219,0.01501707730511015,0.0004096888841409541
2021-01-10,Spain,53.594457592455385,0.009873161238957096,-8.919288466971605e-05
2021-01-11,Spain,58.12092543042915,0.004621100207575779,0.0005160090669477585
