date,location,deaths_per_100k
2020-06-03,Spain,28.873684210526317
2020-06-04,Spain,28.98105263157895
2020-06-05,Spain,29.113684210526316
2020-06-06,Spain,29.284210526315793
2020-06-07,Spain,29.458947368421047
2020-06-08,Spain,29.663157894736838
2020-06-09,Spain,29.787368421052633
2020-06-10,Spain,29.945263157894736
2020-06-11,Spain,30.12421052631579
2020-06-12,Spain,30.183157894736844
2020-06-13,Spain,30.385263157894734
2020-06-14,Spain,30.47368421052632
2020-06-15,Spain,30.557894736842105
2020-06-16,Spain,30.70315789473684
2020-06-17,Spain,30.827368421052633
2020-06-18,Spain,30.974736842105266
2020-06-19,Spain,31.09894736842105
2020-06-20,Spain,31.208421052631582
2020-06-21,Spain,31.301052631578948
2020-06-22,Spain,31.36842105263158
2020-06-23,Spain,31.47578947368421
2020-06-24,Spain,31.501052631578943
2020-06-25,Spain,31.57684210526316
2020-06-26,Spain,31.68
2020-06-27,Spain,31.72
2020-06-28,Spain,31.818947368421057
2020-06-29,Spain,31.919999999999998
2020-06-30,Spain,31.989473684210527
2020-07-01,Spain,32.04842105263158
2020-07-02,Spain,32.126315789473686
2020-07-03,Spain,32.204210526315784
2020-07-04,Spain,32.25263157894737
2020-07-05,Spain,32.370526315789476
2020-07-06,Spain,32.46947368421053
2020-07-07,Spain,32.549473684210525
2020-07-08,Spain,32.64
2020-07-09,Spain,32.72631578947368
2020-07-10,Spain,32.72631578947368
2020-07-11,Spain,32.84842105263158
2020-07-12,Spain,32.84842105263158
2020-07-13,Spain,32.892631578947366
2020-07-14,Spain,32.892631578947366
2020-07-15,Spain,32.94736842105264
2020-07-16,Spain,32.99368421052632
2020-07-17,Spain,33.03368421052632
2020-07-18,Spain,33.03368421052632
2020-07-19,Spain,33.088421052631574
2020-07-20,Spain,33.12421052631579
2020-07-21,Spain,33.12421052631579
2020-07-22,Spain,33.1978947368421
2020-07-23,Spain,33.216842105263154
2020-07-24,Spain,33.216842105263154
2020-07-25,Spain,33.25263157894737
2020-07-26,Spain,33.258947368421055
2020-07-27,Spain,33.292631578947365
2020-07-28,Spain,33.30315789473684
2020-07-29,Spain,33.30315789473684
2020-07-30,Spain,33.30315789473684
2020-07-31,Spain,33.34736842105263
2020-08-01,Spain,33.37052631578947
2020-08-02,Spain,33.37052631578947
2020-08-03,Spain,33.37052631578947
2020-08-04,Spain,33.37052631578947
2020-08-05,Spain,33.45684210526316
2020-08-06,Spain,33.486315789473686
2020-08-07,Spain,33.509473684210526
2020-08-08,Spain,33.57473684210526
2020-08-09,Spain,33.57473684210526
2020-08-10,Spain,33.57473684210526
2020-08-11,Spain,33.578947368421055
2020-08-12,Spain,33.60421052631579
2020-08-13,Spain,33.61684210526316
2020-08-14,Spain,33.625263157894736
2020-08-15,Spain,33.65052631578947
2020-08-16,Spain,33.65684210526316
2020-08-17,Spain,33.65684210526316
2020-08-18,Spain,33.70315789473684
2020-08-19,Spain,33.717894736842105
2020-08-20,Spain,33.73263157894736
2020-08-21,Spain,33.77263157894737
2020-08-22,Spain,33.810526315789474
2020-08-23,Spain,33.810526315789474
2020-08-24,Spain,33.81473684210526
2020-08-25,Spain,33.81473684210526
2020-08-26,Spain,33.81473684210526
2020-08-27,Spain,33.85473684210526
2020-08-28,Spain,33.86947368421052
2020-08-29,Spain,33.87157894736842
2020-08-30,Spain,33.87157894736842
2020-08-31,Spain,33.945263157894736
2020-09-01,Spain,33.96842105263158
2020-09-02,Spain,34.012631578947364
2020-09-03,Spain,34.05052631578947
2020-09-04,Spain,34.06315789473685
2020-09-05,Spain,34.12
2020-09-06,Spain,34.16842105263159
2020-09-07,Spain,34.25473684210526
2020-09-08,Spain,34.322105263157894
2020-09-09,Spain,34.334736842105265
2020-09-10,Spain,34.38315789473684
2020-09-11,Spain,34.433684210526316
2020-09-12,Spain,34.48842105263158
2020-09-13,Spain,34.50947368421053
2020-09-14,Spain,34.519999999999996
2020-09-15,Spain,34.58105263157894
2020-09-16,Spain,34.65894736842105
2020-09-17,Spain,34.69263157894737
2020-09-18,Spain,34.82315789473684
2020-09-19,Spain,34.92
2020-09-20,Spain,34.98315789473684
2020-09-21,Spain,35.12842105263157
2020-09-22,Spain,35.166315789473686
2020-09-23,Spain,35.22315789473684
2020-09-24,Spain,35.282105263157895
2020-09-25,Spain,35.41263157894737
2020-09-26,Spain,35.48842105263158
2020-09-27,Spain,35.612631578947365
2020-09-28,Spain,35.72631578947369
2020-09-29,Spain,35.81894736842106
2020-09-30,Spain,35.93684210526315
2020-10-01,Spain,36.01894736842105
2020-10-02,Spain,36.166315789473686
2020-10-03,Spain,36.26315789473685
2020-10-04,Spain,36.368421052631575
2020-10-05,Spain,36.52421052631579
2020-10-06,Spain,36.65052631578947
2020-10-07,Spain,36.85263157894736
2020-10-08,Spain,37.04421052631579
2020-10-09,Spain,37.14947368421053
2020-10-10,Spain,37.31368421052632
2020-10-11,Spain,37.47578947368421
2020-10-12,Spain,37.71157894736842
2020-10-13,Spain,37.87157894736842
2020-10-14,Spain,38.03368421052632
2020-10-15,Spain,38.21473684210526
2020-10-16,Spain,38.4021052631579
2020-10-17,Spain,38.572631578947366
2020-10-18,Spain,38.78526315789473
2020-10-19,Spain,38.97894736842105
2020-10-20,Spain,39.17052631578947
2020-10-21,Spain,39.44
2020-10-22,Spain,39.67368421052631
2020-10-23,Spain,39.8778947368421
2020-10-24,Spain,40.077894736842104
2020-10-25,Spain,40.317894736842106
2020-10-26,Spain,40.53684210526315
2020-10-27,Spain,40.760000000000005
2020-10-28,Spain,41.06315789473684
2020-10-29,Spain,41.334736842105265
2020-10-30,Spain,41.602105263157895
2020-10-31,Spain,41.898947368421055
2020-11-01,Spain,42.17894736842105
2020-11-02,Spain,42.48631578947368
2020-11-03,Spain,42.85473684210526
2020-11-04,Spain,43.17473684210526
2020-11-05,Spain,43.48421052631579
2020-11-06,Spain,43.78526315789473
2020-11-07,Spain,44.14736842105263
2020-11-08,Spain,44.49263157894737
2020-11-09,Spain,44.86315789473684
2020-11-10,Spain,45.18105263157895
2020-11-11,Spain,45.54526315789474
2020-11-12,Spain,45.93052631578947
2020-11-13,Spain,46.33684210526315
2020-11-14,Spain,46.743157894736854
2020-11-15,Spain,47.141052631578944
2020-11-16,Spain,47.59368421052632
2020-11-17,Spain,48.01684210526316
2020-11-18,Spain,48.385263157894734
2020-11-19,Spain,48.78526315789474
2020-11-20,Spain,49.23157894736842
2020-11-21,Spain,49.694736842105264
2020-11-22,Spain,50.1178947368421
2020-11-23,Spain,50.55368421052631
2020-11-24,Spain,51.044210526315794
2020-11-25,Spain,51.54105263157894
2020-11-26,Spain,52.04842105263158
2020-11-27,Spain,52.57473684210525
2020-11-28,Spain,53.088421052631574
2020-11-29,Spain,53.585263157894744
2020-11-30,Spain,54.15157894736842
2020-12-01,Spain,54.717894736842105
2020-12-02,Spain,55.31368421052632
2020-12-03,Spain,55.88000000000001
2020-12-04,Spain,56.444210526315786
2020-12-05,Spain,57.01894736842105
2020-12-06,Spain,57.604210526315796
2020-12-07,Spain,58.13263157894737
2020-12-08,Spain,58.717894736842105
2020-12-09,Spain,59.30526315789474
2020-12-10,Spain,59.92210526315789
2020-12-11,Spain,60.54315789473684
2020-12-12,Spain,61.15157894736842
2020-12-13,Spain,61.764210526315786
2020-12-14,Spain,62.355789473684204
2020-12-15,Spain,63.00210526315789
2020-12-16,Spain,63.63157894736842
2020-12-17,Spain,64.27157894736843
2020-12-18,Spain,64.96
2020-12-19,Spain,65.65263157894738
2020-12-20,Spain,66.31157894736842
2020-12-21,Spain,67.03578947368422
2020-12-22,Spain,67.73473684210526
2020-12-23,Spain,68.41894736842104
2020-12-24,Spain,69.08
2020-12-25,Spain,69.74526315789474
2020-12-26,Spain,70.46947368421053
2020-12-27,Spain,71.11157894736843
2020-12-28,Spain,71.86736842105263
2020-12-29,Spain,72.5957894736842
2020-12-30,Spain,73.29684210526315
2020-12-31,Spain,74.05894736842104
2021-01-01,Spain,74.78315789473685
2021-01-02,Spain,75.46526315789473
2021-01-03,Spain,76.16842105263157
2021-01-04,Spain,76.86105263157894
2021-01-05,Spain,77.55157894736843
2021-01-06,Spain,78.33894736842106
2021-01-07,Spain,79.07157894736842
2021-01-08,Spain,79.79789473684211
2021-01-09,Spain,80.5557894736842
2021-01-10,Spain,81.30736842105264
2021-01-11,Spain,82.02105263157895
2021-01-12,Spain,82.72631578947369
2021-01-13,Spain,83.40421052631578
2021-01-14,Spain,84.16631578947369
2021-01-15,Spain,84.89473684210526
2021-01-16,Spain,85.65684210526317
2021-01-17,Spain,86.39157894736842
2021-01-18,Spain,87.08421052631579
2021-01-19,Spain,87.79789473684211
2021-01-20,Spain,88.57263157894737
2021-01-21,Spain,89.28421052631579
2021-01-22,Spain,90.02526315789473
2021-01-23,Spain,90.67999999999999
2021-01-24,Spain,91.37894736842104
2021-01-25,Spain,92.12842105263157
2021-01-26,Spain,92.78947368421052
2021-01-27,Spain,93.53684210526316
2021-01-28,Spain,94.23368421052632
2021-01-29,Spain,94.9242105263158
2021-01-30,Spain,95.67157894736843
2021-01-31,Spain,96.3578947368421
2021-02-01,Spain,97.08842105263157
2021-02-02,Spain,97.77052631578948
2021-02-03,Spain,98.47157894736844
2021-02-04,Spain,99.18736842105262
2021-02-05,Spain,99.89894736842106
2021-02-06,Spain,100.56631578947369
2021-02-07,Spain,101.17052631578949
2021-02-08,Spain,101.88631578947368
2021-02-09,Spain,102.53052631578949
2021-02-10,Spain,103.22315789473683
2021-02-11,Spain,103.84842105263158
2021-02-12,Spain,104.4778947368421
2021-02-13,Spain,105.11789473684209
2021-02-14,Spain,105.74736842105263
2021-02-15,Spain,106.42736842105262
2021-02-16,Spain,106.99368421052631
2021-02-17,Spain,107.58736842105263
2021-02-18,Spain,108.19789473684212
2021-02-19,Spain,108.80631578947369
2021-02-20,Spain,109.3957894736842
2021-02-21,Spain,109.98315789473683
2021-02-22,Spain,110.58736842105263
2021-02-23,Spain,111.13684210526314
2021-02-24,Spain,111.67999999999999
2021-02-25,Spain,112.22736842105265
2021-02-26,Spain,112.79157894736844
2021-02-27,Spain,113.28421052631577
2021-02-28,Spain,113.86736842105263
2021-03-01,Spain,114.37684210526315
2021-03-02,Spain,114.86947368421053
2021-03-03,Spain,115.36210526315787
2021-03-04,Spain,115.82526315789471
2021-03-05,Spain,116.28631578947368
2021-03-06,Spain,116.75578947368422
2021-03-07,Spain,117.24000000000001
2021-03-08,Spain,117.7242105263158
2021-03-09,Spain,118.16842105263156
2021-03-10,Spain,118.60631578947368
2021-03-11,Spain,119.05894736842106
2021-03-12,Spain,119.43368421052632
2021-03-13,Spain,119.8505263157895
2021-03-14,Spain,120.29473684210525
2021-03-15,Spain,120.74947368421051
2021-03-16,Spain,121.14105263157896
2021-03-17,Spain,121.49052631578942
2021-03-18,Spain,121.85473684210527
2021-03-19,Spain,122.26526315789474
2021-03-20,Spain,122.69052631578947
2021-03-21,Spain,123.04421052631581
2021-03-22,Spain,123.35157894736842
2021-03-23,Spain,123.69894736842105
2021-03-24,Spain,124.05684210526314
2021-03-25,Spain,124.41052631578948
2021-03-26,Spain,124.74105263157897
2021-03-27,Spain,125.12421052631578
2021-03-28,Spain,125.42947368421054
2021-03-29,Spain,125.81052631578947
2021-03-30,Spain,126.06947368421052
2021-03-31,Spain,126.3957894736842
2021-04-01,Spain,126.70526315789475
2021-04-02,Spain,126.99789473684211
2021-04-03,Spain,127.23789473684212
2021-04-04,Spain,127.49052631578948
2021-04-05,Spain,127.70526315789475
2021-04-06,Spain,127.94947368421052
2021-04-07,Spain,128.19368421052633
2021-04-08,Spain,128.44
2021-04-09,Spain,128.6273684210526
2021-04-10,Spain,128.82315789473685
2021-04-11,Spain,128.9726315789474
2021-04-12,Spain,129.17894736842106
2021-04-13,Spain,129.34736842105264
2021-04-14,Spain,129.57052631578946
2021-04-15,Spain,129.74315789473684
2021-04-16,Spain,129.93894736842103
2021-04-17,Spain,130.10315789473685
2021-04-18,Spain,130.2736842105263
2021-04-19,Spain,130.43368421052634
2021-04-20,Spain,130.56
2021-04-21,Spain,130.73894736842104
2021-04-22,Spain,130.86315789473684
2021-04-23,Spain,131.0442105263158
2021-04-24,Spain,131.11368421052632
2021-04-25,Spain,131.23578947368418
2021-04-26,Spain,131.39157894736843
2021-04-27,Spain,131.54315789473685
2021-04-28,Spain,131.61052631578949
2021-04-29,Spain,131.73473684210526
2021-04-30,Spain,131.85473684210527
2021-05-01,Spain,131.97263157894736
2021-05-02,Spain,132.06736842105263
2021-05-03,Spain,132.14736842105262
2021-05-04,Spain,132.2526315789474
2021-05-05,Spain,132.36421052631582
2021-05-06,Spain,132.4842105263158
2021-05-07,Spain,132.57052631578946
2021-05-08,Spain,132.6315789473684
2021-05-09,Spain,132.73473684210526
2021-05-10,Spain,132.77473684210528
2021-05-11,Spain,132.83157894736843
2021-05-12,Spain,132.88631578947368
2021-05-13,Spain,132.9557894736842
2021-05-14,Spain,133.02947368421053
2021-05-15,Spain,133.15157894736842
2021-05-16,Spain,133.2315789473684
2021-05-17,Spain,133.32
2021-05-18,Spain,133.3663157894737
2021-05-19,Spain,133.39157894736843
2021-05-20,Spain,133.4357894736842
2021-05-21,Spain,133.4736842105263
2021-05-22,Spain,133.58315789473684
2021-05-23,Spain,133.67368421052632
2021-05-24,Spain,133.74526315789473
2021-05-25,Spain,133.78736842105263
2021-05-26,Spain,133.79368421052632
2021-05-27,Spain,133.8252631578947
2021-05-28,Spain,133.84842105263158
2021-05-29,Spain,133.86526315789473
2021-05-30,Spain,133.91368421052633
2021-05-31,Spain,133.9978947368421
2021-06-01,Spain,134.09052631578948
2021-06-02,Spain,134.11789473684212
2021-06-03,Spain,134.1536842105263
2021-06-04,Spain,134.19368421052633
2021-06-05,Spain,134.20631578947368
2021-06-06,Spain,134.2736842105263
2021-06-07,Spain,134.3178947368421
2021-06-08,Spain,134.34736842105264
2021-06-09,Spain,134.38947368421054
2021-06-10,Spain,134.4021052631579
2021-06-11,Spain,134.42105263157896
2021-06-12,Spain,134.4821052631579
2021-06-13,Spain,134.53473684210525
2021-06-14,Spain,134.5621052631579
2021-06-15,Spain,134.5621052631579
2021-06-16,Spain,134.65473684210525
2021-06-17,Spain,134.69052631578947
2021-06-18,Spain,134.73894736842104
2021-06-19,Spain,134.73894736842104
2021-06-20,Spain,134.77684210526314
2021-06-21,Spain,134.81473684210522
2021-06-22,Spain,134.84421052631578
2021-06-23,Spain,134.89894736842103
2021-06-24,Spain,134.89894736842103
2021-06-25,Spain,134.95368421052632
2021-06-26,Spain,134.9642105263158
2021-06-27,Spain,134.97052631578947
2021-06-28,Spain,134.99157894736842
2021-06-29,Spain,135.0252631578947
2021-06-30,Spain,135.05263157894737
2021-07-01,Spain,135.06315789473686
2021-07-02,Spain,135.10105263157897
2021-07-03,Spain,135.20210526315788
2021-07-04,Spain,135.2421052631579
2021-07-05,Spain,135.2526315789474
2021-07-06,Spain,135.30736842105264
2021-07-07,Spain,135.3536842105263
2021-07-08,Spain,135.3536842105263
2021-07-09,Spain,135.41052631578947
2021-07-10,Spain,135.41052631578947
2021-07-11,Spain,135.44631578947366
2021-07-12,Spain,135.5221052631579
2021-07-13,Spain,135.5221052631579
2021-07-14,Spain,135.53473684210525
2021-07-15,Spain,135.53684210526316
2021-07-16,Spain,135.6
2021-07-17,Spain,135.60631578947368
2021-07-18,Spain,135.62947368421052
2021-07-19,Spain,135.66736842105263
2021-07-20,Spain,135.7221052631579
2021-07-21,Spain,135.7684210526316
2021-07-22,Spain,135.77052631578948
2021-07-23,Spain,135.77052631578948
2021-07-24,Spain,135.82526315789477
2021-07-25,Spain,135.85684210526315
2021-07-26,Spain,135.90526315789472
2021-07-27,Spain,135.92000000000002
2021-07-28,Spain,135.95157894736843
2021-07-29,Spain,136.02315789473684
2021-07-30,Spain,136.02315789473684
2021-07-31,Spain,136.05263157894737
2021-08-01,Spain,136.05263157894737
2021-08-02,Spain,136.1263157894737
2021-08-03,Spain,136.17052631578946
2021-08-04,Spain,136.18526315789472
2021-08-05,Spain,136.18526315789472
2021-08-06,Spain,136.2315789473684
2021-08-07,Spain,136.28
2021-08-08,Spain,136.32210526315788
2021-08-09,Spain,136.4063157894737
2021-08-10,Spain,136.42736842105265
2021-08-11,Spain,136.49894736842109
2021-08-12,Spain,136.59157894736842
2021-08-13,Spain,136.62947368421052
2021-08-14,Spain,136.70947368421054
2021-08-15,Spain,136.8084210526316
2021-08-16,Spain,136.83157894736843
2021-08-17,Spain,136.8757894736842
2021-08-18,Spain,136.90526315789472
2021-08-19,Spain,136.98526315789474
2021-08-20,Spain,137.10315789473685
2021-08-21,Spain,137.13473684210527
2021-08-22,Spain,137.20631578947368
2021-08-23,Spain,137.3515789473684
2021-08-24,Spain,137.41052631578947
2021-08-25,Spain,137.50526315789475
2021-08-26,Spain,137.60210526315788
2021-08-27,Spain,137.67157894736846
2021-08-28,Spain,137.78105263157894
2021-08-29,Spain,137.88
2021-08-30,Spain,137.96842105263158
2021-08-31,Spain,138.05473684210526
2021-09-01,Spain,138.18526315789478
2021-09-02,Spain,138.2884210526316
2021-09-03,Spain,138.3684210526316
2021-09-04,Spain,138.45894736842104
2021-09-05,Spain,138.5747368421053
2021-09-06,Spain,138.69684210526316
2021-09-07,Spain,138.77052631578948
2021-09-08,Spain,138.90947368421052
2021-09-09,Spain,138.99578947368425
2021-09-10,Spain,139.06947368421052
2021-09-11,Spain,139.18526315789478
2021-09-12,Spain,139.3221052631579
2021-09-13,Spain,139.48000000000002
2021-09-14,Spain,139.58315789473687
2021-09-15,Spain,139.7115789473684
2021-09-16,Spain,139.8821052631579
2021-09-17,Spain,140.0252631578947
2021-09-18,Spain,140.20421052631576
2021-09-19,Spain,140.37473684210528
2021-09-20,Spain,140.49052631578948
2021-09-21,Spain,140.62947368421052
2021-09-22,Spain,140.81684210526316
2021-09-23,Spain,140.92000000000002
2021-09-24,Spain,141.11368421052632
2021-09-25,Spain,141.2842105263158
2021-09-26,Spain,141.44
2021-09-27,Spain,141.68421052631578
2021-09-28,Spain,141.84842105263158
2021-09-29,Spain,142.02315789473684
2021-09-30,Spain,142.21052631578945
2021-10-01,Spain,142.4021052631579
2021-10-02,Spain,142.62105263157895
2021-10-03,Spain,142.84
2021-10-04,Spain,142.9894736842105
2021-10-05,Spain,143.23789473684212
2021-10-06,Spain,143.48842105263157
2021-10-07,Spain,143.73894736842104
2021-10-08,Spain,143.98315789473685
2021-10-09,Spain,144.17684210526315
2021-10-10,Spain,144.4357894736842
2021-10-11,Spain,144.66736842105263
2021-10-12,Spain,144.8884210526316
2021-10-13,Spain,145.14315789473685
2021-10-14,Spain,145.41894736842104
2021-10-15,Spain,145.65473684210525
2021-10-16,Spain,145.89473684210526
2021-10-17,Spain,146.18315789473684
2021-10-18,Spain,146.48631578947368
2021-10-19,Spain,146.7536842105263
2021-10-20,Spain,147.04631578947368
2021-10-21,Spain,147.33684210526317
2021-10-22,Spain,147.66736842105263
2021-10-23,Spain,147.9747368421053
2021-10-24,Spain,148.2315789473684
2021-10-25,Spain,148.52
2021-10-26,Spain,148.86736842105262
2021-10-27,Spain,149.22315789473686
2021-10-28,Spain,149.58315789473684
2021-10-29,Spain,149.90736842105264
2021-10-30,Spain,150.21684210526317
2021-10-31,Spain,150.57473684210524
2021-11-01,Spain,150.9157894736842
2021-11-02,Spain,151.25684210526316
2021-11-03,Spain,151.59157894736842
2021-11-04,Spain,151.9578947368421
2021-11-05,Spain,152.29684210526315
2021-11-06,Spain,152.65263157894736
2021-11-07,Spain,153.0757894736842
2021-11-08,Spain,153.44842105263157
2021-11-09,Spain,153.86105263157896
2021-11-10,Spain,154.2526315789474
2021-11-11,Spain,154.65263157894736
2021-11-12,Spain,155.05052631578948
2021-11-13,Spain,155.5073684210526
2021-11-14,Spain,155.92000000000002
2021-11-15,Spain,156.33473684210526
2021-11-16,Spain,156.7494736842105
2021-11-17,Spain,157.15157894736842
2021-11-18,Spain,157.60210526315788
2021-11-19,Spain,158.00421052631575
2021-11-20,Spain,158.39157894736843
2021-11-21,Spain,158.82947368421054
2021-11-22,Spain,159.27578947368423
2021-11-23,Spain,159.68421052631578
2021-11-24,Spain,160.13473684210527
2021-11-25,Spain,160.58105263157896
2021-11-26,Spain,160.9894736842105
2021-11-27,Spain,161.38736842105263
2021-11-28,Spain,161.85263157894738
2021-11-29,Spain,162.31368421052633
2021-11-30,Spain,162.79789473684212
2021-12-01,Spain,163.22947368421052
2021-12-02,Spain,163.73052631578946
2021-12-03,Spain,164.20631578947368
2021-12-04,Spain,164.69263157894736
2021-12-05,Spain,165.22105263157894
2021-12-06,Spain,165.70105263157896
2021-12-07,Spain,166.18105263157895
2021-12-08,Spain,166.65684210526314
2021-12-09,Spain,167.10736842105263
2021-12-10,Spain,167.59578947368425
2021-12-11,Spain,168.05052631578948
2021-12-12,Spain,168.5178947368421
2021-12-13,Spain,168.96842105263158
2021-12-14,Spain,169.48631578947368
2021-12-15,Spain,169.98315789473685
2021-12-16,Spain,170.5178947368421
2021-12-17,Spain,171.00631578947372
2021-12-18,Spain,171.50105263157894
2021-12-19,Spain,171.98947368421054
2021-12-20,Spain,172.47157894736844
2021-12-21,Spain,173.0252631578947
2021-12-22,Spain,173.46315789473687
2021-12-23,Spain,174.0063157894737
2021-12-24,Spain,174.54736842105262
2021-12-25,Spain,175.04631578947368
2021-12-26,Spain,175.5621052631579
2021-12-27,Spain,176.1157894736842
2021-12-28,Spain,176.62947368421052
2021-12-29,Spain,177.08842105263156
2021-12-30,Spain,177.58315789473684
2021-12-31,Spain,178.12842105263155
2022-01-01,Spain,178.61473684210523
2022-01-02,Spain,179.1578947368421
2022-01-03,Spain,179.65894736842102
2022-01-04,Spain,180.18947368421053
2022-01-05,Spain,180.6863157894737
2022-01-06,Spain,181.17894736842103
