date,location,cases_per_100k
2020-04-12,Spain,730.7810526315789
2020-04-13,Spain,746.3494736842106
2020-04-14,Spain,765.2547368421052
2020-04-15,Spain,782.2505263157896
2020-04-16,Spain,799.4168421052632
2020-04-17,Spain,817.9031578947369
2020-04-18,Spain,833.8315789473685
2020-04-19,Spain,849.8084210526316
2020-04-20,Spain,867.5073684210527
2020-04-21,Spain,884.2021052631578
2020-04-22,Spain,901.1031578947368
2020-04-23,Spain,917.2168421052633
2020-04-24,Spain,933.4568421052633
2020-04-25,Spain,951.621052631579
2020-04-26,Spain,971.5768421052632
2020-04-27,Spain,985.8399999999999
2020-04-28,Spain,1004.901052631579
2020-04-29,Spain,1022.5663157894736
2020-04-30,Spain,1040.9221052631578
2020-05-01,Spain,1057.4421052631578
2020-05-02,Spain,1072.3052631578948
2020-05-03,Spain,1087.9431578947367
2020-05-04,Spain,1102.223157894737
2020-05-05,Spain,1115.1073684210523
2020-05-06,Spain,1130.5242105263158
2020-05-07,Spain,1146.3494736842104
2020-05-08,Spain,1161.0968421052632
2020-05-09,Spain,1176.463157894737
2020-05-10,Spain,1188.72
2020-05-11,Spain,1205.1747368421052
2020-05-12,Spain,1219.3873684210525
2020-05-13,Spain,1233.7326315789473
2020-05-14,Spain,1249.0063157894735
2020-05-15,Spain,1261.9115789473685
2020-05-16,Spain,1279.917894736842
2020-05-17,Spain,1295.4336842105263
2020-05-18,Spain,1310.6926315789476
2020-05-19,Spain,1323.9010526315792
2020-05-20,Spain,1335.4189473684212
2020-05-21,Spain,1348.7389473684211
2020-05-22,Spain,1359.7452631578947
2020-05-23,Spain,1372.1263157894737
2020-05-24,Spain,1384.2610526315789
2020-05-25,Spain,1397.8315789473684
2020-05-26,Spain,1409.8126315789473
2020-05-27,Spain,1421.0484210526315
2020-05-28,Spain,1434.1157894736841
2020-05-29,Spain,1444.3978947368419
2020-05-30,Spain,1453.7242105263158
2020-05-31,Spain,1462.8315789473684
2020-06-01,Spain,1475.0
2020-06-02,Spain,1484.5115789473684
2020-06-03,Spain,1492.7515789473687
2020-06-04,Spain,1498.4084210526316
2020-06-05,Spain,1505.3557894736846
2020-06-06,Spain,1514.338947368421
2020-06-07,Spain,1523.534736842105
2020-06-08,Spain,1534.303157894737
2020-06-09,Spain,1540.8547368421052
2020-06-10,Spain,1549.181052631579
2020-06-11,Spain,1558.6147368421052
2020-06-12,Spain,1561.7831578947366
2020-06-13,Spain,1572.465263157895
2020-06-14,Spain,1577.1178947368421
2020-06-15,Spain,1581.5473684210524
2020-06-16,Spain,1589.244210526316
2020-06-17,Spain,1595.8526315789475
2020-06-18,Spain,1603.6021052631581
2020-06-19,Spain,1610.1957894736845
2020-06-20,Spain,1616.002105263158
2020-06-21,Spain,1620.8905263157894
2020-06-22,Spain,1624.4926315789476
2020-06-23,Spain,1630.2063157894738
2020-06-24,Spain,1631.507368421053
2020-06-25,Spain,1635.5578947368422
2020-06-26,Spain,1641.0610526315788
2020-06-27,Spain,1643.141052631579
2020-06-28,Spain,1648.416842105263
2020-06-29,Spain,1653.7684210526318
2020-06-30,Spain,1657.4442105263158
2020-07-01,Spain,1660.5852631578946
2020-07-02,Spain,1664.7747368421053
2020-07-03,Spain,1668.9726315789474
2020-07-04,Spain,1671.534736842105
2020-07-05,Spain,1677.8610526315788
2020-07-06,Spain,1683.157894736842
2020-07-07,Spain,1687.4652631578945
2020-07-08,Spain,1692.322105263158
2020-07-09,Spain,1696.9178947368423
2020-07-10,Spain,1696.9178947368423
2020-07-11,Spain,1703.3873684210528
2020-07-12,Spain,1703.3873684210528
2020-07-13,Spain,1705.7410526315787
2020-07-14,Spain,1705.7852631578946
2020-07-15,Spain,1708.6821052631578
2020-07-16,Spain,1711.1768421052634
2020-07-17,Spain,1713.2652631578949
2020-07-18,Spain,1713.2652631578949
2020-07-19,Spain,1716.1642105263156
2020-07-20,Spain,1718.0715789473684
2020-07-21,Spain,1718.0715789473684
2020-07-22,Spain,1721.9894736842102
2020-07-23,Spain,1723.0526315789473
2020-07-24,Spain,1723.0526315789473
2020-07-25,Spain,1725.012631578947
2020-07-26,Spain,1725.298947368421
2020-07-27,Spain,1727.1178947368421
2020-07-28,Spain,1727.6315789473683
2020-07-29,Spain,1727.6315789473683
2020-07-30,Spain,1727.6315789473683
2020-07-31,Spain,1730.044210526316
2020-08-01,Spain,1731.2505263157896
2020-08-02,Spain,1731.2505263157896
2020-08-03,Spain,1731.2757894736842
2020-08-04,Spain,1731.2757894736842
2020-08-05,Spain,1735.907368421053
2020-08-06,Spain,1737.5452631578949
2020-08-07,Spain,1738.8463157894735
2020-08-08,Spain,1742.416842105263
2020-08-09,Spain,1742.416842105263
2020-08-10,Spain,1742.416842105263
2020-08-11,Spain,1742.5957894736844
2020-08-12,Spain,1743.9305263157894
2020-08-13,Spain,1744.6505263157894
2020-08-14,Spain,1745.1536842105263
2020-08-15,Spain,1746.522105263158
2020-08-16,Spain,1746.9094736842103
2020-08-17,Spain,1746.9094736842103
2020-08-18,Spain,1749.3600000000001
2020-08-19,Spain,1750.1326315789472
2020-08-20,Spain,1750.8968421052627
2020-08-21,Spain,1753.0715789473684
2020-08-22,Spain,1755.1284210526314
2020-08-23,Spain,1755.1284210526314
2020-08-24,Spain,1755.3305263157897
2020-08-25,Spain,1755.3305263157897
2020-08-26,Spain,1755.3305263157897
2020-08-27,Spain,1757.4673684210527
2020-08-28,Spain,1758.3242105263157
2020-08-29,Spain,1758.484210526316
2020-08-30,Spain,1758.484210526316
2020-08-31,Spain,1762.5284210526315
2020-09-01,Spain,1763.8042105263157
2020-09-02,Spain,1766.2652631578944
2020-09-03,Spain,1768.2821052631577
2020-09-04,Spain,1768.9178947368418
2020-09-05,Spain,1771.9873684210525
2020-09-06,Spain,1774.6399999999999
2020-09-07,Spain,1779.3957894736843
2020-09-08,Spain,1783.0547368421053
2020-09-09,Spain,1783.6989473684212
2020-09-10,Spain,1786.357894736842
2020-09-11,Spain,1789.1663157894739
2020-09-12,Spain,1792.157894736842
2020-09-13,Spain,1793.3073684210526
2020-09-14,Spain,1793.856842105263
2020-09-15,Spain,1797.162105263158
2020-09-16,Spain,1801.4189473684212
2020-09-17,Spain,1803.221052631579
2020-09-18,Spain,1810.343157894737
2020-09-19,Spain,1815.5915789473681
2020-09-20,Spain,1819.0715789473684
2020-09-21,Spain,1827.014736842105
2020-09-22,Spain,1829.0968421052632
2020-09-23,Spain,1832.223157894737
2020-09-24,Spain,1835.4294736842105
2020-09-25,Spain,1842.6336842105266
2020-09-26,Spain,1846.7957894736842
2020-09-27,Spain,1853.6631578947367
2020-09-28,Spain,1859.924210526316
2020-09-29,Spain,1864.9852631578942
2020-09-30,Spain,1871.477894736842
2020-10-01,Spain,1875.978947368421
2020-10-02,Spain,1884.1284210526314
2020-10-03,Spain,1889.4336842105265
2020-10-04,Spain,1895.172631578947
2020-10-05,Spain,1903.8
2020-10-06,Spain,1910.722105263158
2020-10-07,Spain,1921.8800000000003
2020-10-08,Spain,1932.488421052631
2020-10-09,Spain,1938.2505263157896
2020-10-10,Spain,1947.3452631578948
2020-10-11,Spain,1956.227368421053
2020-10-12,Spain,1969.2757894736837
2020-10-13,Spain,1978.0673684210528
2020-10-14,Spain,1987.0400000000002
2020-10-15,Spain,1997.0463157894737
2020-10-16,Spain,2007.3452631578948
2020-10-17,Spain,2016.8042105263157
2020-10-18,Spain,2028.5557894736842
2020-10-19,Spain,2039.3073684210526
2020-10-20,Spain,2049.8715789473686
2020-10-21,Spain,2064.7915789473686
2020-10-22,Spain,2077.751578947368
2020-10-23,Spain,2089.04
2020-10-24,Spain,2100.1347368421057
2020-10-25,Spain,2113.378947368421
2020-10-26,Spain,2125.461052631579
2020-10-27,Spain,2137.84
2020-10-28,Spain,2154.661052631579
2020-10-29,Spain,2169.7642105263158
2020-10-30,Spain,2184.5684210526315
2020-10-31,Spain,2201.04
2020-11-01,Spain,2216.656842105263
2020-11-02,Spain,2233.7684210526318
2020-11-03,Spain,2254.227368421053
2020-11-04,Spain,2272.0042105263155
2020-11-05,Spain,2289.2378947368425
2020-11-06,Spain,2306.0042105263155
2020-11-07,Spain,2326.2
2020-11-08,Spain,2345.4800000000005
2020-11-09,Spain,2366.172631578947
2020-11-10,Spain,2383.9052631578948
2020-11-11,Spain,2404.16
2020-11-12,Spain,2425.677894736842
2020-11-13,Spain,2448.3768421052637
2020-11-14,Spain,2471.0778947368426
2020-11-15,Spain,2493.338947368421
2020-11-16,Spain,2518.6736842105265
2020-11-17,Spain,2542.2757894736837
2020-11-18,Spain,2562.88
2020-11-19,Spain,2585.298947368421
2020-11-20,Spain,2610.2463157894736
2020-11-21,Spain,2636.1263157894737
2020-11-22,Spain,2659.84
2020-11-23,Spain,2684.225263157895
2020-11-24,Spain,2711.7347368421056
2020-11-25,Spain,2739.528421052632
2020-11-26,Spain,2767.968421052631
2020-11-27,Spain,2797.4484210526316
2020-11-28,Spain,2826.286315789474
2020-11-29,Spain,2854.1494736842105
2020-11-30,Spain,2885.9452631578943
2020-12-01,Spain,2917.802105263158
2020-12-02,Spain,2951.267368421052
2020-12-03,Spain,2983.075789473684
2020-12-04,Spain,3014.7936842105264
2020-12-05,Spain,3047.1263157894737
2020-12-06,Spain,3080.0526315789475
2020-12-07,Spain,3109.789473684211
2020-12-08,Spain,3142.797894736842
2020-12-09,Spain,3175.8905263157894
2020-12-10,Spain,3210.6168421052635
2020-12-11,Spain,3245.6484210526314
2020-12-12,Spain,3280.0168421052635
2020-12-13,Spain,3314.5663157894733
2020-12-14,Spain,3347.9894736842107
2020-12-15,Spain,3384.501052631579
2020-12-16,Spain,3420.113684210526
2020-12-17,Spain,3456.2799999999997
2020-12-18,Spain,3495.202105263158
2020-12-19,Spain,3534.414736842105
2020-12-20,Spain,3571.6505263157896
2020-12-21,Spain,3612.587368421052
2020-12-22,Spain,3652.1894736842105
2020-12-23,Spain,3690.9494736842107
2020-12-24,Spain,3728.387368421052
2020-12-25,Spain,3766.1094736842106
2020-12-26,Spain,3807.1684210526314
2020-12-27,Spain,3843.581052631579
2020-12-28,Spain,3886.425263157895
2020-12-29,Spain,3927.7621052631575
2020-12-30,Spain,3967.5494736842106
2020-12-31,Spain,4010.871578947368
2021-01-01,Spain,4052.042105263158
2021-01-02,Spain,4090.8652631578943
2021-01-03,Spain,4130.82947368421
2021-01-04,Spain,4170.2294736842105
2021-01-05,Spain,4209.564210526315
2021-01-06,Spain,4254.368421052632
2021-01-07,Spain,4296.1494736842105
2021-01-08,Spain,4337.545263157895
2021-01-09,Spain,4380.688421052631
2021-01-10,Spain,4423.5284210526315
2021-01-11,Spain,4464.284210526316
2021-01-12,Spain,4504.547368421053
2021-01-13,Spain,4543.206315789474
2021-01-14,Spain,4586.778947368421
2021-01-15,Spain,4628.351578947368
2021-01-16,Spain,4671.869473684211
2021-01-17,Spain,4713.875789473685
2021-01-18,Spain,4753.484210526316
2021-01-19,Spain,4794.32
2021-01-20,Spain,4838.673684210526
2021-01-21,Spain,4879.381052631579
2021-01-22,Spain,4921.882105263157
2021-01-23,Spain,4959.416842105263
2021-01-24,Spain,4999.513684210526
2021-01-25,Spain,5042.469473684211
2021-01-26,Spain,5080.4315789473685
2021-01-27,Spain,5123.271578947369
2021-01-28,Spain,5163.305263157895
2021-01-29,Spain,5202.972631578948
2021-01-30,Spain,5245.930526315789
2021-01-31,Spain,5285.3831578947365
2021-02-01,Spain,5327.366315789473
2021-02-02,Spain,5366.61052631579
2021-02-03,Spain,5406.932631578947
2021-02-04,Spain,5448.147368421052
2021-02-05,Spain,5489.178947368421
2021-02-06,Spain,5527.682105263158
2021-02-07,Spain,5562.446315789473
2021-02-08,Spain,5603.736842105263
2021-02-09,Spain,5640.833684210526
2021-02-10,Spain,5680.736842105263
2021-02-11,Spain,5716.781052631579
2021-02-12,Spain,5753.128421052631
2021-02-13,Spain,5790.0357894736835
2021-02-14,Spain,5826.364210526315
2021-02-15,Spain,5865.7136842105265
2021-02-16,Spain,5898.427368421052
2021-02-17,Spain,5932.768421052632
2021-02-18,Spain,5968.115789473684
2021-02-19,Spain,6003.34947368421
2021-02-20,Spain,6037.496842105264
2021-02-21,Spain,6071.50947368421
2021-02-22,Spain,6106.507368421053
2021-02-23,Spain,6138.410526315789
2021-02-24,Spain,6169.884210526316
2021-02-25,Spain,6201.677894736842
2021-02-26,Spain,6234.4
2021-02-27,Spain,6263.056842105264
2021-02-28,Spain,6296.911578947369
2021-03-01,Spain,6326.509473684211
2021-03-02,Spain,6355.18947368421
2021-03-03,Spain,6383.896842105263
2021-03-04,Spain,6410.869473684211
2021-03-05,Spain,6437.661052631578
2021-03-06,Spain,6465.025263157894
2021-03-07,Spain,6493.275789473684
2021-03-08,Spain,6521.503157894736
2021-03-09,Spain,6547.355789473684
2021-03-10,Spain,6572.9073684210525
2021-03-11,Spain,6599.265263157894
2021-03-12,Spain,6621.176842105262
2021-03-13,Spain,6645.538947368421
2021-03-14,Spain,6671.513684210528
2021-03-15,Spain,6698.042105263157
2021-03-16,Spain,6720.96842105263
2021-03-17,Spain,6741.437894736841
2021-03-18,Spain,6762.7536842105255
2021-03-19,Spain,6786.751578947369
2021-03-20,Spain,6811.625263157895
2021-03-21,Spain,6832.3263157894735
2021-03-22,Spain,6850.313684210526
2021-03-23,Spain,6870.663157894736
2021-03-24,Spain,6891.637894736841
2021-03-25,Spain,6912.374736842105
2021-03-26,Spain,6931.7789473684215
2021-03-27,Spain,6954.292631578947
2021-03-28,Spain,6972.206315789474
2021-03-29,Spain,6994.549473684211
2021-03-30,Spain,7009.804210526316
2021-03-31,Spain,7028.9557894736845
2021-04-01,Spain,7047.111578947368
2021-04-02,Spain,7064.357894736841
2021-04-03,Spain,7078.498947368421
2021-04-04,Spain,7093.322105263159
2021-04-05,Spain,7105.97052631579
2021-04-06,Spain,7120.328421052631
2021-04-07,Spain,7134.7136842105265
2021-04-08,Spain,7149.210526315789
2021-04-09,Spain,7160.3178947368415
2021-04-10,Spain,7171.884210526316
2021-04-11,Spain,7180.663157894737
2021-04-12,Spain,7192.861052631578
2021-04-13,Spain,7202.840000000001
2021-04-14,Spain,7216.021052631579
2021-04-15,Spain,7226.17052631579
2021-04-16,Spain,7237.774736842106
2021-04-17,Spain,7247.5452631578955
2021-04-18,Spain,7257.597894736842
2021-04-19,Spain,7267.039999999999
2021-04-20,Spain,7274.511578947368
2021-04-21,Spain,7285.1578947368425
2021-04-22,Spain,7292.581052631579
2021-04-23,Spain,7303.370526315788
2021-04-24,Spain,7307.536842105263
2021-04-25,Spain,7314.764210526317
2021-04-26,Spain,7323.978947368421
2021-04-27,Spain,7332.96842105263
2021-04-28,Spain,7336.9642105263165
2021-04-29,Spain,7344.336842105263
2021-04-30,Spain,7351.44
2021-05-01,Spain,7358.463157894737
2021-05-02,Spain,7364.157894736842
2021-05-03,Spain,7368.936842105262
2021-05-04,Spain,7375.153684210527
2021-05-05,Spain,7381.795789473685
2021-05-06,Spain,7388.945263157895
2021-05-07,Spain,7394.086315789474
2021-05-08,Spain,7397.77894736842
2021-05-09,Spain,7403.917894736842
2021-05-10,Spain,7406.307368421052
2021-05-11,Spain,7409.6568421052625
2021-05-12,Spain,7412.94947368421
2021-05-13,Spain,7417.149473684211
2021-05-14,Spain,7421.50947368421
2021-05-15,Spain,7428.774736842106
2021-05-16,Spain,7433.62105263158
2021-05-17,Spain,7438.869473684211
2021-05-18,Spain,7441.692631578948
2021-05-19,Spain,7443.244210526316
2021-05-20,Spain,7445.8673684210535
2021-05-21,Spain,7448.12
2021-05-22,Spain,7454.639999999999
2021-05-23,Spain,7460.035789473685
2021-05-24,Spain,7464.288421052632
2021-05-25,Spain,7466.846315789475
2021-05-26,Spain,7467.252631578946
2021-05-27,Spain,7469.210526315789
2021-05-28,Spain,7470.5599999999995
2021-05-29,Spain,7471.591578947368
2021-05-30,Spain,7474.549473684211
2021-05-31,Spain,7479.6821052631585
2021-06-01,Spain,7485.244210526316
2021-06-02,Spain,7486.936842105262
2021-06-03,Spain,7489.0610526315795
2021-06-04,Spain,7491.492631578947
2021-06-05,Spain,7492.193684210526
2021-06-06,Spain,7496.210526315789
2021-06-07,Spain,7498.816842105263
2021-06-08,Spain,7500.644210526315
2021-06-09,Spain,7503.204210526315
2021-06-10,Spain,7504.002105263158
2021-06-11,Spain,7505.153684210525
2021-06-12,Spain,7508.793684210526
2021-06-13,Spain,7511.928421052631
2021-06-14,Spain,7513.62947368421
2021-06-15,Spain,7513.62947368421
2021-06-16,Spain,7519.204210526315
2021-06-17,Spain,7521.332631578947
2021-06-18,Spain,7524.288421052632
2021-06-19,Spain,7524.288421052632
2021-06-20,Spain,7526.583157894737
2021-06-21,Spain,7528.888421052632
2021-06-22,Spain,7530.724210526316
2021-06-23,Spain,7534.008421052631
2021-06-24,Spain,7534.008421052631
2021-06-25,Spain,7537.332631578947
2021-06-26,Spain,7537.947368421052
2021-06-27,Spain,7538.364210526316
2021-06-28,Spain,7539.595789473684
2021-06-29,Spain,7541.583157894737
2021-06-30,Spain,7543.187368421053
2021-07-01,Spain,7543.806315789474
2021-07-02,Spain,7546.082105263158
2021-07-03,Spain,7552.1894736842105
2021-07-04,Spain,7554.627368421054
2021-07-05,Spain,7555.303157894737
2021-07-06,Spain,7558.688421052631
2021-07-07,Spain,7561.538947368421
2021-07-08,Spain,7561.570526315789
2021-07-09,Spain,7565.05894736842
2021-07-10,Spain,7565.05894736842
2021-07-11,Spain,7567.303157894737
2021-07-12,Spain,7571.901052631579
2021-07-13,Spain,7571.901052631579
2021-07-14,Spain,7572.61052631579
2021-07-15,Spain,7572.76
2021-07-16,Spain,7576.578947368422
2021-07-17,Spain,7576.953684210525
2021-07-18,Spain,7578.395789473684
2021-07-19,Spain,7580.7136842105265
2021-07-20,Spain,7584.042105263159
2021-07-21,Spain,7586.94105263158
2021-07-22,Spain,7587.071578947369
2021-07-23,Spain,7587.071578947369
2021-07-24,Spain,7590.492631578947
2021-07-25,Spain,7592.416842105265
2021-07-26,Spain,7595.37052631579
2021-07-27,Spain,7596.275789473684
2021-07-28,Spain,7598.2463157894745
2021-07-29,Spain,7602.627368421052
2021-07-30,Spain,7602.627368421052
2021-07-31,Spain,7604.469473684211
2021-08-01,Spain,7604.469473684211
2021-08-02,Spain,7609.033684210527
2021-08-03,Spain,7611.722105263158
2021-08-04,Spain,7612.589473684211
2021-08-05,Spain,7612.589473684211
2021-08-06,Spain,7615.4
2021-08-07,Spain,7618.3915789473685
2021-08-08,Spain,7620.941052631579
2021-08-09,Spain,7626.1326315789465
2021-08-10,Spain,7627.488421052632
2021-08-11,Spain,7631.924210526316
2021-08-12,Spain,7637.720000000001
2021-08-13,Spain,7640.08
2021-08-14,Spain,7645.004210526316
2021-08-15,Spain,7651.14947368421
2021-08-16,Spain,7652.536842105264
2021-08-17,Spain,7655.282105263157
2021-08-18,Spain,7657.079999999999
2021-08-19,Spain,7662.002105263158
2021-08-20,Spain,7669.353684210527
2021-08-21,Spain,7671.288421052632
2021-08-22,Spain,7675.764210526317
2021-08-23,Spain,7684.869473684211
2021-08-24,Spain,7688.5515789473675
2021-08-25,Spain,7694.494736842105
2021-08-26,Spain,7700.517894736843
2021-08-27,Spain,7704.842105263158
2021-08-28,Spain,7711.7052631578945
2021-08-29,Spain,7717.818947368421
2021-08-30,Spain,7723.296842105263
2021-08-31,Spain,7728.644210526315
2021-09-01,Spain,7736.806315789474
2021-09-02,Spain,7743.208421052632
2021-09-03,Spain,7748.263157894738
2021-09-04,Spain,7753.909473684211
2021-09-05,Spain,7761.109473684211
2021-09-06,Spain,7768.715789473684
2021-09-07,Spain,7773.397894736842
2021-09-08,Spain,7782.162105263157
2021-09-09,Spain,7787.568421052632
2021-09-10,Spain,7792.153684210525
2021-09-11,Spain,7799.444210526315
2021-09-12,Spain,7808.063157894738
2021-09-13,Spain,7817.962105263158
2021-09-14,Spain,7824.501052631579
2021-09-15,Spain,7832.578947368422
2021-09-16,Spain,7843.252631578948
2021-09-17,Spain,7852.32
2021-09-18,Spain,7863.618947368421
2021-09-19,Spain,7874.34105263158
2021-09-20,Spain,7881.667368421053
2021-09-21,Spain,7890.393684210527
2021-09-22,Spain,7902.23157894737
2021-09-23,Spain,7908.730526315789
2021-09-24,Spain,7920.983157894737
2021-09-25,Spain,7931.795789473685
2021-09-26,Spain,7941.646315789473
2021-09-27,Spain,7957.075789473684
2021-09-28,Spain,7967.444210526315
2021-09-29,Spain,7978.477894736842
2021-09-30,Spain,7990.353684210526
2021-10-01,Spain,8002.477894736842
2021-10-02,Spain,8016.330526315789
2021-10-03,Spain,8030.235789473685
2021-10-04,Spain,8039.688421052631
2021-10-05,Spain,8055.44
2021-10-06,Spain,8071.336842105263
2021-10-07,Spain,8087.263157894736
2021-10-08,Spain,8102.732631578947
2021-10-09,Spain,8115.084210526316
2021-10-10,Spain,8131.593684210527
2021-10-11,Spain,8146.343157894737
2021-10-12,Spain,8160.351578947368
2021-10-13,Spain,8176.543157894736
2021-10-14,Spain,8194.079999999998
2021-10-15,Spain,8209.107368421053
2021-10-16,Spain,8224.326315789473
2021-10-17,Spain,8242.665263157895
2021-10-18,Spain,8262.04842105263
2021-10-19,Spain,8279.063157894736
2021-10-20,Spain,8297.669473684211
2021-10-21,Spain,8316.246315789473
2021-10-22,Spain,8337.383157894737
2021-10-23,Spain,8357.046315789474
2021-10-24,Spain,8373.490526315789
2021-10-25,Spain,8391.886315789474
2021-10-26,Spain,8414.094736842106
2021-10-27,Spain,8436.831578947367
2021-10-28,Spain,8459.818947368422
2021-10-29,Spain,8480.526315789473
2021-10-30,Spain,8500.414736842105
2021-10-31,Spain,8523.322105263158
2021-11-01,Spain,8545.12
2021-11-02,Spain,8567.021052631579
2021-11-03,Spain,8588.492631578947
2021-11-04,Spain,8612.010526315791
2021-11-05,Spain,8633.743157894736
2021-11-06,Spain,8656.614736842104
2021-11-07,Spain,8683.791578947368
2021-11-08,Spain,8707.816842105263
2021-11-09,Spain,8734.378947368421
2021-11-10,Spain,8759.517894736842
2021-11-11,Spain,8785.286315789474
2021-11-12,Spain,8810.955789473684
2021-11-13,Spain,8840.38947368421
2021-11-14,Spain,8866.964210526316
2021-11-15,Spain,8893.667368421053
2021-11-16,Spain,8920.477894736843
2021-11-17,Spain,8946.442105263159
2021-11-18,Spain,8975.541052631579
2021-11-19,Spain,9001.52
2021-11-20,Spain,9026.55789473684
2021-11-21,Spain,9054.87789473684
2021-11-22,Spain,9083.791578947368
2021-11-23,Spain,9110.185263157897
2021-11-24,Spain,9139.307368421052
2021-11-25,Spain,9168.189473684211
2021-11-26,Spain,9194.614736842104
2021-11-27,Spain,9220.4
2021-11-28,Spain,9250.604210526315
2021-11-29,Spain,9280.452631578948
2021-11-30,Spain,9311.936842105264
2021-12-01,Spain,9339.947368421052
2021-12-02,Spain,9372.437894736842
2021-12-03,Spain,9403.33894736842
2021-12-04,Spain,9435.01052631579
2021-12-05,Spain,9469.4
2021-12-06,Spain,9500.652631578949
2021-12-07,Spain,9531.833684210525
2021-12-08,Spain,9562.76
2021-12-09,Spain,9592.136842105265
2021-12-10,Spain,9623.96842105263
2021-12-11,Spain,9653.623157894737
2021-12-12,Spain,9684.092631578947
2021-12-13,Spain,9713.463157894736
2021-12-14,Spain,9747.34105263158
2021-12-15,Spain,9779.848421052633
2021-12-16,Spain,9814.724210526316
2021-12-17,Spain,9846.69052631579
2021-12-18,Spain,9879.063157894736
2021-12-19,Spain,9910.98947368421
2021-12-20,Spain,9942.606315789473
2021-12-21,Spain,9978.854736842104
2021-12-22,Spain,10007.482105263156
2021-12-23,Spain,10043.09052631579
2021-12-24,Spain,10078.587368421051
2021-12-25,Spain,10111.381052631581
2021-12-26,Spain,10145.231578947369
2021-12-27,Spain,10181.528421052633
2021-12-28,Spain,10215.22105263158
2021-12-29,Spain,10245.427368421053
