iso_code,continent,location,date,population,new_cases,new_cases_smoothed,total_cases,new_deaths,new_deaths_smoothed,total_deaths,total_cases_per_million,total_deaths_per_million,new_tests,positive_rate,total_vaccinations_per_hundred,people_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,icu_patients,hosp_patients,stringency_index,excess_mortality
ESP,Europe,Spain,2020-01-11,47500000,2146,1009.5714285714286,8987,43,20.142857142857142,180,189.2,3.7894736842105265,20445,0.1049645390070922,1.727973104488651,0.6587767460559562,1095.0744209616075,43,172,46.3622013383018,53.75
ESP,Europe,Spain,2020-01-12,47500000,0,1009.5714285714286,8987,0,20.142857142857142,180,189.2,3.7894736842105265,0,0.0,1.898978160265929,0.7244767264196535,1150.9507958474944,0,0,43.29334902511525,0.0
ESP,Europe,Spain,2020-01-13,47500000,436,913.0,9423,9,18.285714285714285,189,198.37894736842105,3.9789473684210526,4193,0.10398282852373003,2.0694740920541173,0.7901260668301106,1205.8050523105821,9,35,44.275475582022224,11.25
ESP,Europe,Spain,2020-01-14,47500000,1826,1054.7142857142858,11249,36,21.0,225,236.82105263157897,4.7368421052631575,17641,0.10350887137917351,2.2394159523136095,0.8557202225927867,1259.5511865138265,37,146,46.75412450218163,45.0
ESP,Europe,Spain,2020-01-15,47500000,0,932.5714285714286,11249,0,18.571428571428573,225,236.82105263157897,4.7368421052631575,0,0.0,2.408759139781469,0.921254664341856,1312.1049673794093,0,0,44.186293439327095,0.0
ESP,Europe,Spain,2020-01-16,47500000,737,908.4285714285714,11986,15,18.142857142857142,240,252.33684210526314,5.052631578947369,7178,0.10267483978824185,2.577459427345766,0.9867248792983346,1363.3840713405004,15,59,45.639539847584984,18.75
ESP,Europe,Spain,2020-01-17,47500000,0,735.0,11986,0,14.714285714285714,240,252.33684210526314,5.052631578947369,0,0.0,2.7454729896860828,1.0521263725236008,1413.3082140413987,0,0,44.77954619842738,0.0
ESP,Europe,Spain,2020-01-18,47500000,520,502.7142857142857,12506,10,10.0,250,263.2842105263158,5.2631578947368425,5101,0.10194079592236817,2.912756430662914,1.1174546681679614,1461.7992787753767,10,42,45.8913807218824,12.5
ESP,Europe,Spain,2020-01-19,47500000,948,638.1428571428571,13454,19,12.714285714285714,269,283.2421052631579,5.663157894736842,9329,0.10161860863972559,3.0792668104388388,1.1827053107139136,1508.7814414547465,19,76,46.85835435061923,23.75
ESP,Europe,Spain,2020-01-20,47500000,0,575.8571428571429,13454,0,11.428571428571429,269,283.2421052631579,5.663157894736842,0,0.0,3.2449616723145223,1.2478738662137605,1554.1812919132271,0,0,45.66576684929502,0.0
ESP,Europe,Spain,2020-01-21,47500000,0,315.0,13454,0,6.285714285714286,269,283.2421052631579,5.663157894736842,0,0.0,3.4097990692627733,1.3129559235212342,1597.9279513465474,0,0,45.960079923851836,0.0
ESP,Europe,Spain,2020-01-22,47500000,0,315.0,13454,0,6.285714285714286,269,283.2421052631579,5.663157894736842,0,0.0,3.5737375901440664,1.3779470955167876,1639.9531857034156,0,0,46.253796995382984,0.0
ESP,Europe,Spain,2020-01-23,47500000,526,284.85714285714283,13980,10,5.571428571428571,279,294.3157894736842,5.873684210526316,5228,0.10061208875286917,3.7367363855871583,1.4428430203262075,1680.1915148454434,11,42,47.372213291335584,12.5
ESP,Europe,Spain,2020-01-24,47500000,200,313.42857142857144,14180,4,6.142857142857143,283,298.5263157894737,5.957894736842105,1991,0.10045203415369161,3.898755193518617,1.5076393625322213,1718.580317301402,4,16,47.153137340622,5.0
ESP,Europe,Spain,2020-01-25,47500000,2005,525.5714285714286,16185,40,10.428571428571429,323,340.7368421052631,6.8,19993,0.10028509978492472,4.059754364325304,1.5723318143787492,1755.0599304482132,40,160,50.27704042934171,50.0
ESP,Europe,Spain,2020-01-26,47500000,354,440.7142857142857,16539,7,8.714285714285714,330,348.1894736842105,6.947368421052632,3534,0.100169779286927,4.219694885634092,1.6369160969674774,1789.5737459584238,7,28,47.977565370818134,8.75
ESP,Europe,Spain,2020-01-27,47500000,2253,762.5714285714286,18792,45,15.142857142857142,375,395.62105263157895,7.894736842105263,22512,0.10007995735607676,4.378538406693332,1.7013879614464127,1822.06830036145,45,180,51.2475046201546,56.25
ESP,Europe,Spain,2020-01-28,47500000,604,848.8571428571429,19396,12,16.857142857142858,387,408.33684210526314,8.147368421052631,6038,0.10003312355084465,4.536247262340821,1.765743190190091,1852.4933605737267,12,48,48.94965423705531,15.0
ESP,Europe,Spain,2020-01-29,47500000,1196,1019.7142857142857,20592,24,20.285714285714285,411,433.5157894736842,8.65263157894737,11959,0.10000836190316915,4.692784496543303,1.8299775979711146,1880.8020042609262,24,96,50.16726303163019,30.0
ESP,Europe,Spain,2020-01-30,47500000,1061,1096.142857142857,21653,21,21.857142857142858,432,455.85263157894735,9.094736842105263,10609,0.10000942595909133,4.848113885492788,1.8940870331226867,1906.950694903682,21,85,50.243337474519564,26.25
ESP,Europe,Spain,2020-01-31,47500000,1092,1223.5714285714287,22745,22,24.428571428571427,454,478.84210526315786,9.557894736842105,10914,0.1000549752611325,5.00219996024525,1.9580673786918263,1930.8993514467343,22,87,50.579017724572466,27.5
ESP,Europe,Spain,2020-02-01,47500000,236,970.8571428571429,22981,5,19.428571428571427,459,483.8105263157895,9.663157894736841,2357,0.10012728044123886,5.155008028887565,2.02191455358294,1952.6114124200665,5,19,49.5220568220916,6.25
ESP,Europe,Spain,2020-02-02,47500000,1463,1129.2857142857142,24444,29,22.571428571428573,488,514.6105263157895,10.273684210526316,14598,0.10021920811070009,5.306504198218832,2.0856245136914326,1972.0538944294585,29,117,51.732528925336396,36.25
ESP,Europe,Spain,2020-02-03,47500000,1561,1030.4285714285713,26005,31,20.571428571428573,519,547.4736842105262,10.926315789473684,15556,0.10034713293905888,5.456655394932506,2.149193253027045,1989.1974449228824,31,125,52.170590659636424,38.75
ESP,Europe,Spain,2020-02-04,47500000,1506,1159.2857142857142,27511,30,23.142857142857142,549,579.1789473684211,11.557894736842107,14984,0.10050720768820075,5.605429386286158,2.212616804826601,2004.0163891483219,30,120,52.36761437250906,37.5
ESP,Europe,Spain,2020-02-05,47500000,1877,1256.5714285714287,29388,37,25.0,586,618.6947368421053,12.336842105263157,18640,0.10069742489270386,5.752794800245869,2.2758912426558635,2016.488771227901,38,150,53.232056414068744,46.25
ESP,Europe,Spain,2020-02-06,47500000,790,1217.857142857143,30178,16,24.285714285714285,602,635.3263157894736,12.673684210526316,7828,0.10091977516607052,5.898721145092747,2.3390126815001833,2026.5963892826035,16,63,51.807782954789786,20.0
ESP,Europe,Spain,2020-02-07,47500000,1275,1244.0,31453,25,24.714285714285715,627,662.1684210526315,13.200000000000001,12603,0.1011663889550107,6.043178828479247,2.401977278843645,2034.3248245513971,26,102,52.84901212930935,31.25
ESP,Europe,Spain,2020-02-08,47500000,1054,1360.857142857143,32507,21,27.0,648,684.3578947368421,13.642105263157895,10389,0.10145346039079796,6.186139175923433,2.464781235736409,2039.6634644581745,21,84,52.78140139655415,26.25
ESP,Europe,Spain,2020-02-09,47500000,292,1193.5714285714287,32799,6,23.714285714285715,654,690.5052631578948,13.76842105263158,2869,0.10177762286510979,6.327574448729593,2.52742079784995,2042.6055195896129,6,23,51.86381744016172,7.5
ESP,Europe,Spain,2020-02-10,47500000,2024,1259.7142857142858,34823,40,25.0,694,733.1157894736842,14.610526315789475,19825,0.10209331651954603,6.467457861324018,2.589892256519901,2043.148034556784,40,162,54.85832401107099,50.0
ESP,Europe,Spain,2020-02-11,47500000,1299,1230.142857142857,36122,26,24.428571428571427,720,760.4631578947368,15.157894736842106,12678,0.1024609559867487,6.605763597995117,2.652191949776218,2041.2918927231503,26,104,53.99648640604114,32.5
ESP,Europe,Spain,2020-02-12,47500000,1824,1222.5714285714287,37946,36,24.285714285714285,756,798.8631578947368,15.91578947368421,17734,0.10285327619262434,6.742466829027396,2.7143162633603635,2037.0418147913667,36,146,55.09477569903223,45.0
ESP,Europe,Spain,2020-02-13,47500000,3767,1647.857142857143,41713,74,32.57142857142857,830,878.1684210526316,17.47368421052632,36478,0.10326772301112999,6.87754372621922,2.776261631729251,2030.4063512511682,75,301,58.416766209933556,92.5
ESP,Europe,Spain,2020-02-14,47500000,2235,1785.0,43948,44,35.285714285714285,874,925.2210526315789,18.4,21549,0.10371710984268412,7.0109714777746674,2.8380245390456467,2021.397868700407,45,179,56.28502896825897,55.0
ESP,Europe,Spain,2020-02-15,47500000,2222,1951.857142857143,46170,44,38.57142857142857,918,972.0,19.326315789473682,21327,0.10418718056923149,7.142728302560156,2.899601520154769,2010.032530061135,44,178,56.535413283369074,55.0
ESP,Europe,Spain,2020-02-16,47500000,3083,2350.5714285714284,49253,61,46.42857142857143,979,1036.9052631578948,20.610526315789475,29452,0.10467879940241749,7.272793463716941,2.9609891615468094,1996.3302687223775,62,247,58.1558495558059,76.25
ESP,Europe,Spain,2020-02-17,47500000,3311,2534.4285714285716,52564,65,50.0,1044,1106.6105263157895,21.978947368421053,31474,0.10519794115778103,7.401147281620986,3.022184102305108,1980.3147566509617,66,265,58.781740171618,81.25
ESP,Europe,Spain,2020-02-18,47500000,3857,2899.8571428571427,56421,76,57.142857142857146,1120,1187.8105263157895,23.578947368421055,36476,0.10574076104836057,7.527771146182074,3.08318303503972,1962.0133665214191,77,309,59.905232638856575,95.0
ESP,Europe,Spain,2020-02-19,47500000,2084,2937.0,58505,41,57.857142857142854,1161,1231.6842105263158,24.442105263157895,19604,0.10630483574780657,7.652647528474519,3.143982706806113,1941.4571279255474,42,167,57.38869387731613,51.25
ESP,Europe,Spain,2020-02-20,47500000,4034,2975.1428571428573,62539,79,58.57142857142857,1240,1316.6105263157895,26.10526315789474,37741,0.10688641000503431,7.775759991692169,3.204579920008743,1918.6806777316806,81,323,60.7123468273294,98.75
ESP,Europe,Spain,2020-02-21,47500000,2591,3026.0,65130,51,59.57142857142857,1291,1371.157894736842,27.178947368421053,24105,0.10748807301389753,7.897093201420876,3.2649715332892524,1893.7222046730908,52,207,58.71074713229431,63.75
ESP,Europe,Spain,2020-02-22,47500000,1869,2975.5714285714284,66999,37,58.57142857142857,1328,1410.505263157895,27.957894736842103,17288,0.10810967144840351,8.016632935222006,3.325154462399053,1866.6233882541592,37,150,57.838973860334654,46.25
ESP,Europe,Spain,2020-02-23,47500000,2155,2843.0,69154,42,55.857142857142854,1370,1455.8736842105263,28.842105263157894,19817,0.1087450169046778,8.134366091520997,3.3851256810560404,1837.429332072062,43,172,58.54732059859784,52.5
ESP,Europe,Spain,2020-02-24,47500000,3889,2925.5714285714284,73043,76,57.42857142857143,1446,1537.7473684210527,30.442105263157895,35549,0.1093982953106979,8.250280697795422,3.444882221785205,1806.1884916606355,78,311,61.526146983736105,95.0
ESP,Europe,Spain,2020-02-25,47500000,3718,2905.714285714286,76761,73,57.0,1519,1616.021052631579,31.978947368421053,33781,0.11006186909801367,8.36436591805742,3.504421176742918,1772.952596971859,74,297,61.51437515450826,91.25
ESP,Europe,Spain,2020-02-26,47500000,4242,3214.0,81003,83,63.0,1602,1705.3263157894737,33.72631578947368,38307,0.11073694102905474,8.47661205962584,3.5637396985246412,1737.776569618967,85,339,62.59153070677881,103.75
ESP,Europe,Spain,2020-02-27,47500000,2588,3007.4285714285716,83591,51,59.0,1653,1759.8105263157895,34.8,23227,0.11142205192233177,8.587010579183854,3.622835000955858,1700.7184350135835,52,207,60.24968401330767,63.75
ESP,Europe,Spain,2020-02-28,47500000,3165,3089.4285714285716,86756,62,60.57142857142857,1715,1826.442105263158,36.10526315789473,28230,0.11211477151965994,8.695554088118243,3.681704359865991,1661.8392295374406,63,253,61.40678722076873,77.5
ESP,Europe,Spain,2020-02-29,47500000,2591,3192.5714285714284,89347,51,62.57142857142857,1766,1880.9894736842107,37.17894736842105,22967,0.11281403753211129,8.802236357137044,3.7403451138451,1621.202902897191,52,207,60.756260413190596,63.75
ESP,Europe,Spain,2020-03-01,47500000,2082,3182.1428571428573,91429,41,62.42857142857143,1807,1924.821052631579,38.0421052631579,18341,0.11351616596695926,8.907052320162656,3.798754664983143,1578.8762158185164,42,167,60.20605331768678,51.25
ESP,Europe,Spain,2020-03-02,47500000,3763,3164.1428571428573,95192,74,62.142857142857146,1881,2004.0421052631577,39.6,32945,0.1142206708149947,9.009998077497979,3.856930479591605,1534.9286332432093,75,301,63.09038970738034,92.5
ESP,Europe,Spain,2020-03-03,47500000,5160,3370.1428571428573,100352,101,66.14285714285714,1982,2112.673684210526,41.72631578947369,44901,0.11491948954366273,9.11107089826358,3.9148700889072803,1489.4322132000839,103,413,65.52739498793103,126.25
ESP,Europe,Spain,2020-03-04,47500000,4901,3464.285714285714,105253,96,68.0,2078,2215.8526315789477,43.74736842105263,42389,0.11561961829719974,9.210269222104428,3.9725710897780258,1442.4614915275022,98,392,65.36429684331652,120.0
ESP,Europe,Spain,2020-03-05,47500000,3508,3595.714285714286,108761,69,70.57142857142857,2147,2289.705263157895,45.2,30160,0.1163129973474801,9.307592660165042,4.030031145330288,1394.0933626319325,70,281,63.42011931116557,86.25
ESP,Europe,Spain,2020-03-06,47500000,5183,3884.0,113944,101,76.14285714285714,2248,2398.821052631579,47.32631578947369,44301,0.11699510169070676,9.40304199533253,4.0872479856182204,1344.4069564733018,104,415,66.28802068186819,126.25
ESP,Europe,Spain,2020-03-07,47500000,3907,4072.0,117851,76,79.71428571428571,2324,2481.073684210526,48.92631578947368,33204,0.1176665461992531,9.496619181747299,4.144219408254207,1293.4835119739414,78,313,64.52381584045669,95.0
ESP,Europe,Spain,2020-03-08,47500000,4739,4451.571428571428,122590,93,87.14285714285714,2417,2580.842105263158,50.88421052631579,40051,0.11832413672567477,9.58832734358179,4.200943279020622,1241.4062470536387,95,379,66.06534629214649,116.25
ESP,Europe,Spain,2020-03-09,47500000,5271,4667.0,127861,103,91.28571428571429,2520,2691.8105263157895,53.05263157894737,44307,0.11896540050104949,9.678170773087963,4.257417532462661,1188.2602254987212,105,422,67.13429634955025,128.75
ESP,Europe,Spain,2020-03-10,47500000,4405,4559.142857142857,132266,86,89.14285714285714,2606,2784.547368421053,54.863157894736844,36835,0.11958734898873354,9.76615492791479,4.313640172462055,1134.1322208781419,88,352,66.00781671798293,107.5
ESP,Europe,Spain,2020-03-11,47500000,4145,4451.142857142857,136411,81,87.0,2687,2871.8105263157895,56.56842105263158,34487,0.12019021660335778,9.852286427697386,4.369609272791543,1079.1105777242792,83,332,65.83027674351837,101.25
ESP,Europe,Spain,2020-03-12,47500000,5493,4734.714285714285,141904,107,92.42857142857143,2794,2987.4526315789476,58.82105263157895,45485,0.12076508739144773,9.93657304991997,4.42532297764992,1023.2850702005333,110,439,68.17384967401095,133.75
ESP,Europe,Spain,2020-03-13,47500000,4953,4701.857142857143,146857,97,91.85714285714286,2891,3091.7263157894736,60.86315789473684,40828,0.12131380425198393,10.019023725055177,4.480779502177523,966.746758481814,99,396,67.55308528917989,121.25
ESP,Europe,Spain,2020-03-14,47500000,4774,4825.714285714285,151631,93,94.28571428571429,2984,3192.2315789473687,62.821052631578944,39185,0.12183233380119944,10.099648530982815,4.535977132952017,909.5878430776863,95,382,67.49677276720975,116.25
ESP,Europe,Spain,2020-03-15,47500000,5843,4983.428571428572,157474,114,97.28571428571429,3098,3315.242105263158,65.22105263157896,47768,0.12232038184558701,10.178458686691508,4.590914228464337,851.9015173312234,117,467,69.39664425270031,142.5
ESP,Europe,Spain,2020-03-16,47500000,5284,4985.285714285715,162758,103,97.28571428571429,3201,3426.4842105263156,67.38947368421053,43039,0.12277236924649736,10.255466545267197,4.645589219574644,793.781818329538,106,423,68.74006618594304,128.75
ESP,Europe,Spain,2020-03-17,47500000,5881,5196.142857142857,168639,115,101.42857142857143,3316,3550.2947368421055,69.81052631578947,47740,0.12318810222036028,10.330685586172867,4.700000609948195,735.3234764645032,118,470,69.89527446774011,143.75
ESP,Europe,Spain,2020-03-18,47500000,4920,5306.857142857143,173559,96,103.57142857142857,3412,3653.873684210526,71.83157894736843,39817,0.1235653112991938,10.404130406824317,4.754146976470978,676.6217638843333,98,394,68.60382336915296,120.0
ESP,Europe,Spain,2020-03-19,47500000,6388,5434.714285714285,179947,124,106.0,3536,3788.357894736842,74.4421052631579,51557,0.12390170102992804,10.47581671346725,4.808026969645013,617.7723420784706,128,511,71.12152618406158,155.0
ESP,Europe,Spain,2020-03-20,47500000,5167,5465.285714285715,185114,101,106.57142857142857,3637,3897.136842105263,76.56842105263158,41604,0.12419478896259975,10.54576131136138,4.861639313963205,558.8711088396092,103,413,69.41792175154993,126.25
ESP,Europe,Spain,2020-03-21,47500000,5730,5601.857142857143,190844,112,109.28571428571429,3749,4017.7684210526318,78.92631578947368,46044,0.12444618191295283,10.613982094277702,4.914982808263641,500.014044847683,115,458,70.51138605731165,140.0
ESP,Europe,Spain,2020-03-22,47500000,4654,5432.0,195498,91,106.0,3840,4115.747368421053,80.8421052631579,37336,0.12465181058495822,10.680498033315452,4.968056326063242,441.29706012125325,93,372,69.03101196746329,113.75
ESP,Europe,Spain,2020-03-23,47500000,7189,5704.142857142857,202687,140,111.28571428571429,3980,4267.094736842106,83.78947368421053,57600,0.12480902777777778,10.7453291650458,5.020858815870662,382.8158405819392,144,575,73.21433409629438,175.0
ESP,Europe,Spain,2020-03-24,47500000,6445,5784.714285714285,209132,125,112.71428571428571,4105,4402.7789473684215,86.42105263157895,51593,0.12492004729323745,10.808496578989635,5.07338930147837,324.66569497735236,129,516,72.25052105719956,156.25
ESP,Europe,Spain,2020-03-25,47500000,6847,6060.0,215979,133,118.0,4238,4546.926315789473,89.22105263157896,54783,0.12498402789186426,10.87002240443731,5.125646882233805,266.9414024074363,137,548,73.08263490850483,166.25
ESP,Europe,Spain,2020-03-26,47500000,5219,5893.0,221198,101,114.71428571428571,4339,4656.8,91.34736842105264,41752,0.125,10.929929796618554,5.177630733289556,209.7370606981221,104,418,70.72732675821773,126.25
ESP,Europe,Spain,2020-03-27,47500000,6805,6127.0,228003,132,119.14285714285714,4471,4800.063157894737,94.12631578947368,54454,0.12496786278326662,10.9882429222312,5.229340105832478,153.14593586488064,136,544,73.41271775297842,165.0
ESP,Europe,Spain,2020-03-28,47500000,6466,6232.142857142857,234469,126,121.14285714285714,4597,4936.1894736842105,96.77894736842106,51775,0.12488652824722356,11.044986944337793,5.280774327291695,97.26031290699409,129,517,73.0753982562953,157.5
ESP,Europe,Spain,2020-03-29,47500000,7835,6686.571428571428,242304,152,129.85714285714286,4749,5101.136842105263,99.97894736842106,62801,0.12475915988598908,11.100188006639492,5.331932801525418,42.171348171242755,157,627,75.4157371511059,190.0
ESP,Europe,Spain,2020-03-30,47500000,5714,6475.857142857143,248018,111,125.71428571428571,4860,5221.4315789473685,102.3157894736842,45865,0.12458301537119808,11.153873217137114,5.382815008986533,-12.03107647880364,114,457,72.27775082536537,138.75
ESP,Europe,Spain,2020-03-31,47500000,7342,6604.0,255360,142,128.14285714285714,5002,5376.0,105.30526315789474,59037,0.1243626878059522,11.206070631189505,5.433420506866924,-65.25849745459395,147,587,75.01983239375527,177.5
ESP,Europe,Spain,2020-04-01,47500000,7991,6767.428571428572,263351,155,131.28571428571428,5157,5544.231578947369,108.56842105263158,64393,0.12409733977295669,11.256809233979855,5.483748929220466,-117.42401096546638,160,639,76.2234560497971,193.75
ESP,Europe,Spain,2020-04-02,47500000,6276,6918.428571428572,269627,122,134.28571428571428,5279,5676.357894736841,111.13684210526316,50700,0.12378698224852071,11.306118922400918,5.533799987064677,-168.44241204617464,126,502,73.7154576937831,152.5
ESP,Europe,Spain,2020-04-03,47500000,7396,7002.857142857143,277023,143,135.85714285714286,5422,5832.063157894737,114.14736842105263,59918,0.12343536166093662,11.354030486370405,5.5835734684609895,-218.23033086665652,148,592,75.653352472777,178.75
ESP,Europe,Spain,2020-04-04,47500000,6517,7010.142857142857,283540,126,135.85714285714286,5548,5969.263157894737,116.80000000000001,52964,0.12304584245902878,11.400575589588307,5.633069238573618,-266.70636610597677,130,521,74.452295124498,157.5
ESP,Europe,Spain,2020-04-05,47500000,7491,6961.0,291031,145,134.85714285714286,5693,6126.968421052632,119.85263157894738,61093,0.12261633902411079,11.445786749748097,5.682287239707016,-313.79121517707785,150,599,76.15627991636391,181.25
ESP,Europe,Spain,2020-04-06,47500000,7791,7257.714285714285,298822,151,140.57142857142858,5844,6290.98947368421,123.03157894736843,63782,0.12215044997021103,11.489697318214242,5.7312274913219,-359.4078010939996,156,623,76.80027927356218,188.75
ESP,Europe,Spain,2020-04-07,47500000,8642,7443.428571428572,307464,167,144.14285714285714,6011,6472.926315789474,126.54736842105264,71039,0.12165148721125016,11.532341459178681,5.779890090029846,-403.48139577861565,173,691,78.30637212976555,208.75
ESP,Europe,Spain,2020-04-08,47500000,7783,7413.714285714285,315247,151,143.57142857142858,6162,6636.778947368421,129.7263157894737,64257,0.12112299049130834,11.573754128309316,5.828275209566451,-445.9397396096181,156,623,77.12690087390868,188.75
ESP,Europe,Spain,2020-04-09,47500000,7151,7538.714285714285,322398,138,145.85714285714286,6300,6787.3263157894735,132.6315789473684,59313,0.12056378871410989,11.613971050903862,5.876383100743076,-486.71315702249615,143,572,76.30111435193552,172.5
ESP,Europe,Spain,2020-04-10,47500000,8215,7655.714285714285,330613,159,148.14285714285714,6459,6960.273684210526,135.97894736842105,68471,0.11997780082078544,11.653028699562691,5.924214091377176,-525.734667975576,164,657,78.13394243404979,198.75
ESP,Europe,Spain,2020-04-11,47500000,7802,7839.285714285715,338415,151,151.71428571428572,6610,7124.526315789473,139.15789473684208,65360,0.11936964504283966,11.690964271394654,5.971768586201245,-562.9400951037995,156,624,77.64674720297384,188.75
ESP,Europe,Spain,2020-04-12,47500000,8706,8012.857142857143,347121,168,155.0,6778,7307.8105263157895,142.69473684210527,73320,0.11873977086743044,11.72781566477009,6.019047066750388,-598.2681663888181,174,696,79.22346111115418,210.0
ESP,Europe,Spain,2020-04-13,47500000,7395,7956.285714285715,354516,143,153.85714285714286,6921,7463.494736842105,145.70526315789473,62620,0.11809326093899712,11.76362145563558,6.066050091228569,-631.6606131811503,148,592,77.32215486374895,178.75
ESP,Europe,Spain,2020-04-14,47500000,8980,8004.571428571428,363496,173,154.71428571428572,7094,7652.547368421052,149.34736842105264,76472,0.11742860131812952,11.798420873405247,6.112778294353558,-663.0622634175927,180,718,79.96226920932934,216.25
ESP,Europe,Spain,2020-04-15,47500000,8073,8046.0,371569,156,155.42857142857142,7250,7822.505263157896,152.6315789473684,69146,0.11675295751019582,11.83225377644363,6.1592323871806185,-692.42112988475,161,646,78.68970339709128,195.0
ESP,Europe,Spain,2020-04-16,47500000,8154,8189.285714285715,379723,157,158.14285714285714,7407,7994.168421052632,155.93684210526314,70253,0.11606621781276244,11.865160627155518,6.205413156905003,-719.6884933874874,163,652,78.96476481161974,196.25
ESP,Europe,Spain,2020-04-17,47500000,8781,8270.142857142857,388504,169,159.57142857142858,7576,8179.031578947369,159.49473684210525,76111,0.11537097134448371,11.897182466698261,6.251321466643291,-744.8189806892495,176,702,80.09391494387611,211.25
ESP,Europe,Spain,2020-04-18,47500000,7566,8236.42857142857,396070,146,158.85714285714286,7722,8338.315789473685,162.56842105263158,65979,0.11467285045241668,11.928360889332376,6.296958255193639,-767.7706370995602,151,605,78.33022834219351,182.5
ESP,Europe,Spain,2020-04-19,47500000,7589,8076.857142857143,403659,146,155.71428571428572,7868,8498.084210526316,165.6421052631579,66588,0.11396948399110951,11.958738016426501,6.34232453677501,-788.5049935925769,152,607,78.50638990710483,182.5
ESP,Europe,Spain,2020-04-20,47500000,8407,8221.42857142857,412066,162,158.42857142857142,8030,8675.073684210527,169.05263157894737,74223,0.11326677714455088,11.9883564701329,6.387421400745452,-806.9871283493262,168,673,79.92729286083964,202.5
ESP,Europe,Spain,2020-04-21,47500000,7930,8071.428571428572,419996,153,155.57142857142858,8183,8842.021052631579,172.2736842105263,70448,0.1125652963888258,12.017259346750002,6.432250011299506,-823.1857226251637,159,634,79.31359188095726,191.25
ESP,Europe,Spain,2020-04-22,47500000,8028,8065.0,428024,155,155.42857142857142,8338,9011.031578947368,175.53684210526316,71762,0.11186979181182241,12.045490189788636,6.4768116071448265,-837.0731108530865,161,642,79.5994122767885,193.75
ESP,Europe,Spain,2020-04-23,47500000,7654,7993.571428571428,435678,147,154.0,8485,9172.168421052631,178.63157894736844,68844,0.11117889721689617,12.073092962758729,6.521107501158103,-848.6253249027355,153,612,79.14193693621905,183.75
ESP,Europe,Spain,2020-04-24,47500000,7714,7841.142857142857,443392,149,151.14285714285714,8634,9334.568421052632,181.76842105263157,69812,0.11049676273420042,12.100112021693569,6.565139080020383,-857.822132424295,154,617,79.36271962870067,186.25
ESP,Europe,Spain,2020-04-25,47500000,8628,7992.857142857143,452020,166,154.0,8800,9516.21052631579,185.26315789473685,78562,0.10982408798146687,12.126592087428707,6.608907803831885,-864.6470692159327,173,690,80.92075212300804,207.5
ESP,Europe,Spain,2020-04-26,47500000,9479,8262.857142857143,461499,182,159.14285714285714,8982,9715.768421052631,189.09473684210528,86832,0.1091648240280081,12.152578217652902,6.6524152057064345,-869.087465563013,190,758,82.37719568342524,227.5
